10.09,32.97,2.24,2.79,3.77,39.12,31.45,23.61,21.44,13.62,15.41,17.42,12.55,34.45,15.08,0.0,1.91,12.41,5.9,21.12,23.74,26.0,6.05,1.85,15.66,1.34,39.54,35.93,19.37,40.79,12.19,27.14,28.91,29.45,10.68,1.34,13.91,13.46,16.18,9.86,28.47,10.71,31.3,3.25,31.02,10.84,1.6,29.76,37.58,35.31,29.77,29.43
11.21,33.05,3.86,4.48,5.58,39.2,31.54,23.69,22.56,13.7,15.49,17.5,13.68,35.57,16.2,1.82,0.0,10.74,7.02,21.2,24.86,26.09,8.26,3.47,16.78,0.82,39.62,36.02,20.49,40.88,13.31,28.26,28.99,30.58,11.81,2.95,14.0,14.58,14.51,10.99,28.55,11.83,31.38,5.55,31.1,11.97,3.21,29.84,37.67,35.39,29.86,30.56
21.52,41.72,14.16,14.78,15.88,47.86,40.2,32.35,40.34,22.36,24.15,26.16,23.98,47.3,26.5,12.12,10.68,0.0,17.32,29.86,42.64,34.75,18.57,13.77,27.08,11.25,48.28,44.68,29.55,49.54,23.61,38.57,37.65,40.88,22.11,13.25,22.66,24.89,3.63,21.29,37.21,22.14,40.04,15.86,39.76,22.27,13.51,38.5,46.33,44.05,38.52,40.86
5.11,31.32,4.25,3.12,2.89,37.47,26.31,21.98,17.08,12.75,18.77,15.77,8.19,30.09,10.71,4.95,6.62,16.57,0.0,19.49,19.38,24.35,4.55,6.14,9.91,6.17,37.89,34.28,15.0,39.14,5.19,22.77,27.26,25.09,6.32,4.62,15.05,7.71,20.34,5.5,26.82,6.35,29.65,3.08,29.37,6.48,4.88,28.11,30.6,33.66,18.6,25.07
19.64,20.77,24.66,23.23,19.18,26.92,19.26,3.62,19.39,9.41,5.73,6.7,17.89,26.36,23.71,20.86,20.81,29.96,19.94,0.0,21.69,13.81,15.95,22.71,24.2,20.63,27.34,23.73,11.23,28.6,20.73,22.91,16.71,29.18,18.21,23.76,7.84,22.0,33.73,15.2,16.27,18.24,19.1,22.91,18.82,14.63,24.02,17.56,25.39,23.11,17.57,23.62
20.04,13.93,30.85,29.42,28.5,15.12,5.91,28.7,3.1,20.64,25.48,17.3,11.73,11.18,16.83,30.29,31.95,41.91,26.14,21.56,0.0,5.96,20.15,31.47,20.36,31.5,15.54,11.94,12.73,16.8,20.65,1.41,2.48,8.7,12.93,29.95,22.77,20.34,45.67,15.54,2.58,13.01,16.89,26.22,16.61,14.43,30.21,6.18,10.2,17.96,1.96,4.67
21.16,9.11,29.41,27.98,23.3,15.26,7.59,21.08,4.86,13.03,17.87,9.68,12.84,14.7,17.94,25.64,25.59,34.74,24.7,13.95,6.09,0.0,20.73,27.49,21.48,25.41,15.68,12.07,9.47,16.93,21.76,7.48,3.83,17.51,14.04,28.51,15.15,21.46,38.51,19.95,3.39,14.12,9.57,27.66,9.29,19.38,28.77,5.9,13.72,11.83,4.08,8.11
10.63,27.46,7.5,5.4,2.64,33.6,25.94,18.1,26.08,8.11,9.9,11.9,9.03,33.05,14.8,6.05,8.6,18.55,4.55,15.61,28.38,20.49,0.0,8.12,15.18,6.93,34.03,30.42,12.1,35.28,11.71,29.6,23.4,35.86,9.19,5.35,8.4,12.98,22.32,4.94,22.96,9.22,25.78,5.35,25.5,5.61,6.86,24.25,32.07,29.8,24.26,30.3
11.08,34.8,1.44,2.5,5.44,40.95,33.29,25.44,22.43,15.45,17.24,19.25,13.54,35.44,16.06,1.85,3.66,13.61,6.89,22.95,24.73,27.84,8.13,0.0,16.65,3.17,41.37,37.77,20.36,42.63,8.02,28.13,30.74,30.44,11.67,2.55,15.75,14.45,17.38,10.85,30.3,11.7,33.13,3.37,32.85,11.83,1.79,31.59,39.42,37.14,31.61,30.42
4.57,29.45,15.65,14.22,13.3,31.61,22.4,26.65,17.06,17.42,23.44,20.44,8.13,27.02,6.43,15.09,16.75,26.71,10.94,24.16,19.36,20.4,14.95,16.27,0.0,16.3,32.03,28.43,19.67,33.29,5.45,18.86,20.79,22.02,7.57,14.75,19.72,5.14,30.48,10.17,20.17,7.14,27.75,11.02,27.47,11.15,15.01,22.95,26.7,31.76,18.59,21.16
10.95,32.58,3.57,4.22,5.31,38.72,31.06,23.21,22.3,13.22,15.01,17.02,13.41,38.16,15.93,1.34,0.9,11.27,6.76,20.72,24.6,25.61,6.93,3.19,16.52,0.0,39.14,35.54,20.41,40.4,13.04,28.0,28.51,30.31,11.54,2.68,13.52,14.32,15.03,10.72,28.07,11.57,30.9,5.29,30.62,11.7,2.94,29.36,37.19,34.91,29.38,30.29
32.91,3.43,43.16,41.74,37.05,3.39,11.28,34.84,17.8,26.78,31.62,23.44,26.43,15.25,29.72,39.39,39.35,48.49,38.45,27.7,15.56,15.8,34.49,41.24,33.23,39.16,0.0,7.24,20.92,2.91,33.52,15.35,15.41,18.07,27.63,42.26,28.91,33.21,52.26,33.71,15.93,29.39,8.67,39.09,6.55,33.14,42.52,7.89,14.28,1.8,17.03,12.51
29.2,5.75,39.45,38.03,33.34,5.68,7.57,31.13,14.09,23.07,27.91,19.73,22.72,11.54,26.01,35.68,35.64,44.78,34.74,23.99,11.85,12.09,30.78,37.53,29.53,35.45,6.1,0.0,21.47,7.35,29.81,11.64,11.7,14.36,23.92,38.55,25.2,29.5,48.55,30.0,12.22,25.68,19.46,35.38,19.18,29.43,38.81,7.78,10.57,8.51,13.32,8.8
15.63,18.52,20.64,19.21,15.16,24.67,17.43,15.74,10.27,6.79,12.53,5.47,9.53,22.7,21.22,20.08,21.74,29.4,15.93,11.43,12.57,9.46,12.93,21.26,20.18,20.07,21.02,21.48,0.0,26.34,16.71,13.79,10.37,20.22,14.19,19.74,9.81,17.99,33.17,11.18,10.18,14.22,16.82,18.9,16.54,10.61,20.0,15.31,21.72,20.83,8.45,16.19
34.18,6.24,44.43,43.0,38.32,3.09,12.55,36.1,19.06,28.05,32.89,24.7,27.69,16.52,30.98,40.66,40.61,49.76,39.72,28.97,16.83,17.07,35.75,42.51,34.5,40.43,2.91,7.35,26.45,0.0,34.79,16.62,16.68,19.34,28.9,43.53,30.17,34.48,53.53,34.97,17.19,30.65,11.29,40.36,7.86,34.4,43.79,12.75,15.54,2.9,18.3,13.77
2.68,30.6,7.32,6.79,9.34,32.76,23.55,22.68,18.21,13.45,19.47,16.47,6.99,28.17,7.57,11.12,12.79,22.74,5.09,20.19,20.51,21.54,10.98,7.93,5.28,12.33,33.18,29.57,15.71,34.43,0.0,20.01,21.94,23.17,6.43,10.78,15.76,1.51,26.51,6.2,21.31,6.0,28.89,6.35,28.61,7.18,11.04,24.1,27.84,32.91,19.73,22.31
19.87,13.01,30.68,29.25,28.33,14.2,4.99,27.63,5.45,19.58,24.42,16.23,14.08,10.25,16.67,30.11,31.78,41.73,25.97,20.5,1.32,7.47,22.51,31.3,20.19,31.33,14.62,11.01,11.66,15.87,20.47,0.0,3.87,6.77,16.77,29.78,21.7,20.17,45.5,17.9,3.9,16.34,15.83,26.05,15.55,16.79,30.04,5.54,9.28,17.03,3.29,3.74
20.86,8.48,31.67,30.25,26.2,15.97,3.85,23.99,3.92,15.94,20.78,12.59,12.55,12.03,17.65,28.54,28.5,37.64,26.96,16.85,2.4,3.83,23.64,30.39,21.18,28.31,16.4,12.79,10.36,17.65,21.47,3.88,0.0,9.13,13.75,30.77,18.06,21.16,41.41,22.86,0.53,13.83,12.53,27.04,12.25,15.25,31.03,3.87,11.06,11.47,2.06,4.5
22.4,15.94,33.21,31.78,30.86,17.13,10.51,35.91,10.56,27.85,32.69,24.51,20.35,6.02,15.89,32.65,34.31,44.27,28.5,28.77,8.32,16.87,32.51,33.83,22.72,33.86,17.55,13.95,20.19,18.81,23.01,6.77,9.12,0.0,19.73,32.31,29.98,22.7,48.03,27.73,9.43,19.24,24.24,28.58,23.96,22.88,32.57,12.56,7.24,19.97,9.79,6.4
4.29,22.83,11.02,9.59,8.67,29.62,20.41,20.75,10.45,11.51,17.54,14.53,1.28,25.07,7.61,10.45,12.12,22.08,6.31,18.26,12.75,13.77,9.2,11.64,7.38,11.67,30.05,26.44,10.29,31.3,6.81,16.88,14.18,20.07,0.0,10.12,13.82,6.79,25.84,4.27,13.55,0.48,21.13,9.27,20.85,3.61,10.38,20.96,26.29,25.14,11.97,19.17
9.44,34.19,1.41,1.61,3.1,40.34,30.03,25.7,20.79,14.84,16.63,18.64,11.9,33.8,14.43,1.22,3.02,12.97,3.62,23.21,23.09,27.23,5.38,2.4,15.01,2.56,40.76,37.16,18.72,42.02,11.54,26.49,30.13,28.8,10.04,0.0,15.14,12.81,16.74,9.22,29.69,10.06,32.52,2.06,32.24,10.2,0.63,30.98,34.32,36.53,22.32,28.79
15.32,22.0,16.01,16.58,11.43,28.15,20.49,10.29,20.63,1.64,2.98,6.45,13.57,27.59,19.39,13.78,13.73,22.88,15.62,7.8,22.93,15.04,8.87,15.63,19.88,13.55,28.57,24.97,9.84,29.83,16.41,24.14,17.94,30.41,13.89,15.11,0.0,17.68,26.64,10.88,17.5,13.91,20.33,17.65,20.05,10.31,15.37,18.79,26.62,24.34,18.81,24.85
2.43,30.4,12.88,11.45,10.53,32.56,23.35,23.88,18.01,14.64,20.67,17.66,6.92,27.97,7.37,12.31,13.98,23.94,8.17,21.39,20.31,21.34,12.18,13.5,3.95,13.53,32.98,29.37,16.9,34.23,1.51,19.81,21.74,22.97,6.35,11.98,16.95,0.0,27.7,7.4,21.11,5.92,28.69,8.25,28.41,8.38,12.24,23.9,27.64,32.71,19.53,22.11
25.22,45.41,17.86,18.48,19.58,51.56,43.89,36.05,44.03,26.06,27.85,29.86,27.68,51.0,30.2,15.82,14.37,4.56,21.02,33.56,46.33,38.44,22.26,17.47,30.78,14.94,51.98,48.37,33.25,53.23,27.31,42.26,41.35,44.58,25.81,16.95,26.35,28.58,0.0,24.99,40.91,25.83,43.74,19.55,43.46,25.97,17.21,42.2,50.03,47.75,42.21,44.56
5.72,26.95,9.78,8.35,4.39,33.09,25.43,17.6,13.27,8.37,14.39,11.39,4.38,32.53,9.79,9.21,10.88,20.84,5.07,15.11,15.57,19.98,4.94,10.4,10.28,10.43,33.51,29.91,10.63,34.77,6.81,16.79,22.88,24.15,4.28,8.88,10.68,8.08,24.6,0.0,22.44,4.31,25.27,8.03,24.99,2.06,9.14,23.73,31.56,29.28,14.8,19.19
20.99,8.54,31.87,30.45,25.76,15.5,4.16,23.55,4.04,15.5,20.34,12.15,12.67,12.83,17.77,28.1,28.06,37.2,27.16,16.41,2.71,3.39,23.2,29.95,21.31,27.87,15.93,12.32,10.17,17.18,21.59,3.9,0.53,9.44,13.88,30.98,17.62,21.28,40.97,22.42,0.0,13.96,12.34,27.16,12.06,21.85,31.24,3.93,11.86,11.98,2.19,4.81
3.87,23.04,11.04,9.62,8.7,29.15,19.94,20.78,10.65,11.54,17.56,14.56,1.5,24.59,7.14,10.48,12.15,22.1,6.33,18.29,12.95,13.98,9.22,11.67,6.96,11.69,29.57,25.96,10.5,30.82,6.39,16.4,14.38,19.59,0.49,10.15,13.85,6.37,25.87,4.3,13.75,0.0,21.33,9.3,21.05,3.64,10.41,20.49,25.81,25.34,12.17,18.69
28.88,8.2,35.19,33.76,29.08,11.92,14.59,26.86,14.72,18.81,23.65,15.46,20.56,21.69,25.66,31.42,31.37,40.52,30.48,19.73,17.02,9.14,26.51,33.27,29.2,31.19,8.67,19.07,17.19,11.29,29.48,18.24,12.8,24.51,21.76,34.29,20.93,29.18,44.28,25.73,11.6,21.84,0.0,33.44,4.26,25.16,34.55,12.89,20.72,8.56,12.9,20.63
7.04,34.3,1.62,0.44,3.07,40.45,29.15,24.96,20.06,15.73,21.75,18.75,11.17,33.06,13.69,3.26,5.08,15.04,3.08,22.47,22.36,27.33,5.35,3.37,10.89,4.63,40.87,37.26,17.98,42.12,6.45,25.61,30.24,28.07,9.3,2.04,18.03,8.69,18.8,8.48,29.8,9.33,32.62,0.0,32.34,9.46,2.18,31.09,33.44,36.64,21.58,27.91
28.29,7.61,34.6,33.17,28.48,9.29,14.0,26.27,14.13,18.22,23.06,14.87,19.96,21.1,25.07,30.83,30.78,39.93,29.88,19.14,16.43,8.55,25.92,32.68,28.61,30.6,6.55,18.48,16.6,7.86,28.89,17.65,12.21,23.92,21.17,33.7,20.34,28.58,43.69,25.14,11.01,21.25,4.21,32.85,0.0,24.57,33.96,12.3,20.13,5.04,12.31,20.04
6.57,26.5,11.58,10.16,6.1,32.65,18.14,17.16,10.98,7.93,13.95,10.95,3.31,23.41,10.64,11.02,12.69,22.64,6.87,14.67,13.28,19.53,5.61,12.21,11.13,12.23,33.07,29.46,10.18,34.32,7.65,14.5,14.71,23.23,3.62,10.69,10.23,8.93,26.41,2.06,14.08,3.65,24.83,9.84,24.55,0.0,10.95,23.29,22.43,28.84,12.5,16.9
9.81,34.56,0.64,1.2,3.73,40.71,30.4,26.07,21.16,15.21,17.0,19.01,12.27,34.17,14.8,1.59,3.4,13.35,3.74,23.58,23.46,27.6,6.86,1.79,15.38,2.69,41.13,37.53,19.09,42.39,11.91,26.86,30.5,29.17,10.41,0.91,15.51,13.18,17.12,9.59,30.06,10.43,32.89,2.18,32.61,10.57,0.0,31.35,34.69,36.9,22.69,29.16
23.55,5.05,33.29,31.86,27.18,11.12,1.67,24.96,7.68,16.91,21.75,13.56,16.31,10.57,20.36,29.52,29.47,38.62,28.58,17.83,5.31,5.93,24.61,31.37,23.87,29.29,8.03,7.94,15.31,12.8,24.16,4.65,3.79,13.38,20.46,32.39,19.03,23.85,42.39,23.83,3.86,20.03,13.3,31.54,13.02,23.26,32.65,0.0,9.59,8.39,5.82,3.7
28.86,14.47,39.67,38.24,36.59,15.41,8.79,34.38,13.75,26.33,31.17,22.98,22.38,4.3,24.04,38.94,38.89,48.04,34.96,27.25,11.51,15.35,34.03,40.79,29.18,38.71,15.83,8.89,24.73,17.09,29.47,11.3,12.82,9.18,27.89,38.77,28.45,29.16,51.8,33.25,15.47,27.4,22.72,35.04,22.44,32.68,39.03,11.03,0.0,18.25,12.98,8.45
32.5,4.17,38.8,37.38,32.69,4.1,9.95,30.48,20.31,22.43,27.27,19.08,24.17,17.76,29.28,35.04,34.99,44.14,34.09,23.35,18.07,12.76,30.13,36.89,32.82,34.81,1.8,8.95,20.81,2.9,33.1,17.86,11.46,20.58,25.38,37.91,24.55,32.79,47.9,29.35,12.01,25.46,8.56,37.06,5.04,28.78,38.17,8.27,16.79,0.0,16.52,15.01
19.41,15.04,30.21,28.79,27.87,16.23,7.02,24.42,2.47,16.37,21.21,13.02,11.09,12.28,16.19,28.98,28.93,38.08,25.5,17.29,2.1,4.08,24.07,30.83,19.73,28.75,16.65,13.04,8.45,17.9,20.01,3.29,2.06,9.81,12.3,29.32,18.49,19.7,41.84,14.91,2.19,12.38,12.62,25.58,12.34,13.8,29.58,6.17,11.31,19.06,0.0,5.77
21.82,10.88,32.63,31.2,30.28,12.07,2.81,30.84,6.7,22.79,27.63,19.44,15.33,5.78,18.62,32.06,33.73,43.69,27.92,23.71,4.46,8.1,30.5,33.25,22.14,33.28,12.49,8.89,16.33,13.75,22.42,2.95,4.49,6.4,16.54,31.73,24.92,22.12,47.45,19.15,4.81,18.29,20.5,28.0,20.22,18.04,31.99,4.13,7.15,14.91,5.94,0.0
