24.03,4.46,32.41,29.91,10.87,22.32,5.61,6.12,4.92,21.22,0.0,4.96,4.51,7.85,25.91,2.8,25.17,11.34,1.17,4.9,29.82,6.94,17.57,14.89,22.47,20.95,5.15,32.62,27.3,25.51,43.01,23.89,4.48,20.86,12.63,31.8,24.02,11.18,0.7,9.1,8.33,6.14,8.3,3.81
23.13,7.85,28.18,25.68,14.25,21.43,8.99,9.51,10.52,20.33,3.77,0.0,10.1,6.54,21.68,1.79,20.94,7.11,4.41,6.35,25.59,10.32,13.34,10.66,18.23,20.05,1.69,28.39,23.07,24.62,38.78,19.65,2.43,16.25,8.4,27.57,19.79,6.95,4.38,12.49,10.55,3.65,11.69,1.36
23.53,8.53,29.88,26.74,11.45,21.82,1.16,6.71,0.97,20.73,4.52,9.56,0.0,6.77,30.51,8.91,29.77,15.94,3.69,5.1,30.49,7.52,22.17,19.49,27.06,20.45,9.74,33.3,31.9,25.02,47.61,28.48,6.79,20.36,17.23,29.74,19.23,15.78,4.36,4.06,14.24,7.46,8.89,8.41
20.56,13.01,26.9,23.77,15.93,18.85,7.28,11.19,7.16,17.75,6.98,6.53,6.75,0.0,18.88,4.76,18.15,15.08,5.93,2.29,27.52,12.0,21.45,18.63,16.95,14.52,7.61,30.32,30.49,22.04,46.44,15.7,3.31,13.68,16.37,26.76,14.43,14.92,6.58,10.78,18.72,2.51,13.36,6.27
8.84,28.69,5.74,4.3,35.1,10.3,29.84,30.36,22.7,12.6,25.45,21.72,30.95,17.7,0.0,24.0,0.83,24.66,26.49,18.97,3.1,31.17,16.85,28.21,3.21,7.6,22.56,5.95,3.76,11.41,22.07,2.69,24.16,7.4,25.94,5.13,4.21,24.49,25.52,33.33,31.08,16.14,32.53,22.48
25.34,6.72,30.39,27.88,13.69,23.63,8.43,8.95,8.38,22.54,2.82,1.79,7.97,4.77,23.88,0.0,23.14,9.32,2.64,4.58,27.79,9.76,15.54,12.87,20.44,22.26,2.86,30.59,25.28,26.83,40.99,21.86,2.16,18.45,10.6,29.77,22.0,9.15,2.89,11.93,9.96,4.5,11.13,1.51
8.1,27.96,6.57,5.13,34.36,9.56,29.1,29.62,21.96,11.86,24.71,20.98,30.21,16.96,0.83,23.26,0.0,23.92,25.75,18.23,3.93,30.43,16.11,27.47,2.47,7.02,21.82,6.78,4.59,10.67,22.9,1.95,23.42,6.66,25.2,5.96,3.47,23.75,24.78,32.59,30.34,15.4,31.8,21.74
26.3,7.05,31.36,29.51,19.97,24.6,14.71,15.22,16.23,23.5,10.32,6.58,15.81,15.04,24.85,8.86,24.12,0.0,11.35,16.31,28.76,16.04,16.52,4.16,21.41,23.22,5.1,31.57,26.25,27.79,41.96,22.83,9.03,19.41,1.11,30.75,22.97,1.08,10.39,18.2,8.03,10.43,17.4,7.34
22.98,5.49,29.33,26.19,11.9,21.27,5.2,7.16,4.1,20.18,1.17,4.92,3.69,7.03,26.94,2.65,26.2,12.38,0.0,3.85,29.94,7.97,18.6,15.93,23.5,19.9,6.18,32.74,28.34,24.47,44.05,24.92,3.83,19.81,13.67,29.18,25.06,12.21,1.01,8.69,9.37,5.1,9.34,4.85
19.82,10.76,26.17,23.03,13.68,18.11,5.04,8.94,4.92,17.01,5.02,6.35,4.5,3.13,20.04,4.59,19.3,16.24,3.97,0.0,26.78,9.75,22.61,19.79,18.11,16.74,11.97,29.58,29.75,21.3,45.7,16.86,4.02,14.84,17.53,26.02,15.59,16.08,4.61,8.53,16.47,3.82,11.12,6.1
7.61,32.23,2.38,2.72,38.63,9.07,28.04,33.89,27.92,11.38,28.98,25.25,27.51,20.85,3.08,27.53,3.91,28.19,30.02,24.03,0.0,34.7,20.38,31.74,7.91,6.45,26.09,3.13,3.31,10.19,19.25,6.48,27.69,7.07,29.48,1.97,7.74,28.03,29.06,31.54,34.61,19.29,36.07,26.01
28.75,3.86,37.75,31.96,6.37,27.04,6.68,2.03,8.2,25.95,6.94,10.3,7.79,11.99,31.24,9.64,30.5,16.68,7.98,10.31,35.15,0.0,22.91,20.23,27.8,25.67,10.48,37.96,32.64,30.24,48.35,29.22,11.76,25.58,17.97,34.96,29.36,10.39,7.4,10.17,9.16,12.68,3.81,9.15
19.64,20.17,23.4,20.9,26.58,21.09,21.32,21.84,22.84,23.4,16.93,13.19,22.43,21.66,16.89,15.48,16.16,16.13,17.96,22.93,20.8,22.65,0.0,19.68,13.45,18.56,14.03,23.61,18.27,22.21,33.98,14.87,15.64,18.2,17.42,22.79,15.01,15.97,17.0,24.81,22.56,17.05,24.01,13.95
30.08,10.82,35.14,33.29,11.56,28.37,18.49,19.0,20.01,27.28,14.1,10.36,19.59,18.82,28.63,12.64,27.89,4.16,15.13,20.09,32.54,19.82,20.3,0.0,25.19,27.0,8.88,35.35,30.03,31.57,45.74,26.61,12.81,23.19,3.94,34.53,26.75,5.18,14.17,21.98,5.58,14.21,11.31,11.12
7.23,25.19,9.08,8.48,31.6,8.68,26.34,26.85,27.86,10.99,21.95,18.21,27.44,16.02,3.21,20.49,2.47,21.15,22.98,17.29,6.48,27.67,13.34,24.7,0.0,6.15,19.05,9.28,6.97,9.8,25.4,1.66,20.66,5.62,22.44,8.46,2.68,20.99,22.02,29.83,27.58,14.46,29.03,18.97
2.48,26.74,9.03,6.76,29.66,4.04,21.02,24.92,20.9,4.85,21.0,20.27,20.49,17.72,7.69,20.31,6.69,23.18,19.95,17.0,6.43,25.73,18.3,26.73,5.83,0.0,21.11,9.24,9.4,8.08,25.36,4.39,17.93,0.77,24.46,8.41,3.5,23.01,20.59,26.1,29.6,16.16,27.1,21.03
24.25,6.47,29.3,26.79,14.24,22.54,8.98,9.49,10.5,21.45,4.59,1.69,10.08,7.63,22.79,2.86,22.05,5.06,5.62,7.44,26.7,10.31,14.45,8.61,19.35,21.17,0.0,29.5,24.19,25.74,39.9,20.77,3.99,17.36,6.35,28.68,20.9,4.9,4.66,12.47,9.3,8.38,11.67,1.34
9.33,34.12,1.93,5.25,40.52,11.8,30.77,35.78,30.66,14.11,30.87,27.14,30.24,23.58,5.81,29.42,6.64,30.08,31.91,26.76,3.17,36.59,23.11,33.63,10.64,9.19,27.98,0.0,1.96,12.92,16.88,9.21,29.58,9.8,31.37,2.22,10.47,29.91,30.95,34.27,36.5,22.02,37.96,27.9
10.91,29.97,3.31,6.01,36.37,12.36,31.11,31.63,32.63,14.67,26.72,22.99,32.22,24.14,3.76,25.27,4.59,25.93,27.76,27.32,3.73,32.44,18.1,29.48,6.97,9.75,23.83,1.9,0.0,13.48,18.4,5.89,25.43,10.37,27.21,3.26,11.04,25.76,26.79,34.6,32.35,26.84,33.81,23.75
2.35,29.63,8.84,5.7,32.55,1.68,23.9,27.81,23.78,3.99,23.88,23.15,23.37,20.6,10.72,23.19,10.22,26.06,22.83,19.89,9.46,28.62,21.83,29.61,9.36,4.98,23.99,12.26,12.43,0.0,28.38,7.93,20.81,5.34,27.35,8.7,9.19,25.9,23.48,27.4,32.48,19.04,29.98,23.91
25.47,45.7,18.91,22.19,52.1,27.94,46.84,47.36,48.37,30.24,42.46,38.72,47.95,47.19,21.95,41.0,22.78,41.66,43.49,42.9,19.3,48.17,33.83,45.21,26.78,25.32,39.56,17.06,18.3,29.05,0.0,25.34,41.16,25.94,42.95,19.69,26.61,41.5,42.53,50.34,48.08,42.57,49.54,39.48
5.83,26.66,7.93,7.08,33.06,7.28,27.8,28.32,20.85,9.59,23.41,19.68,20.44,15.85,2.69,21.96,1.95,22.62,24.45,17.12,5.34,29.13,14.81,26.17,1.66,4.74,20.52,8.14,5.89,8.4,24.26,0.0,22.12,4.38,23.91,7.32,2.12,22.45,23.49,31.3,29.04,14.29,30.5,20.44
20.99,8.58,30.63,24.2,15.8,19.28,8.42,11.05,8.3,18.18,4.48,2.43,7.89,3.31,24.12,2.16,23.38,10.0,3.87,4.02,28.03,11.87,15.78,13.56,20.68,14.95,3.99,30.83,25.52,22.47,41.23,22.1,0.0,14.11,11.29,30.01,14.86,9.84,3.81,11.92,12.06,2.0,13.23,2.91
3.0,26.5,9.65,7.38,29.42,4.32,20.78,24.68,20.66,6.88,20.76,16.24,20.25,13.7,7.41,16.29,6.67,19.15,19.71,16.76,7.05,25.49,18.27,22.7,5.8,0.77,17.08,9.85,10.02,7.17,25.97,4.37,13.91,0.0,20.44,9.03,3.09,18.99,20.35,25.86,25.57,12.14,26.86,17.0
27.12,8.79,32.18,30.33,11.51,25.41,15.52,16.04,17.05,24.32,11.14,7.4,16.63,15.86,25.67,9.68,24.93,1.11,12.17,17.13,29.58,16.86,17.34,3.94,22.23,24.04,5.92,32.39,27.07,28.61,42.78,23.65,9.85,20.23,0.0,31.57,23.79,2.12,11.21,19.02,7.81,11.25,9.28,8.16
7.07,34.21,0.48,3.14,40.62,7.81,30.03,35.88,29.91,10.12,30.97,27.24,29.5,22.83,5.06,29.52,5.89,30.17,32.01,26.01,1.97,36.69,22.37,33.73,9.9,8.44,28.08,2.16,3.27,8.93,19.07,8.46,29.68,9.06,31.46,0.0,9.72,30.01,31.04,33.52,36.6,21.27,38.05,27.99
6.96,26.92,10.72,8.21,27.26,8.41,18.61,22.51,18.49,10.72,23.68,19.94,18.08,13.49,4.21,22.22,3.47,18.94,17.26,14.76,8.12,23.32,15.07,22.49,2.68,3.51,20.78,10.93,7.97,9.53,27.05,2.12,13.7,3.1,20.23,10.11,0.0,18.78,23.75,22.1,25.37,11.93,24.69,20.7
26.08,6.97,31.14,29.29,19.74,24.37,14.48,8.48,16.01,23.27,10.09,6.36,15.59,14.82,24.63,8.64,23.89,1.08,11.13,16.09,28.54,15.81,16.29,5.18,21.19,23.0,4.87,31.34,26.03,27.57,41.74,22.61,8.8,19.19,2.12,30.52,22.74,0.0,10.17,17.98,8.97,10.21,17.18,7.12
23.48,5.27,32.22,26.69,11.59,21.77,6.33,6.85,4.71,20.67,1.11,4.76,4.3,5.83,25.71,2.6,24.97,11.14,0.96,3.96,29.62,7.66,17.37,14.7,22.27,20.4,4.95,32.42,27.11,24.97,42.82,23.69,3.78,20.31,12.43,31.6,23.82,10.98,0.0,9.83,8.64,5.56,9.03,3.61
28.8,12.73,35.15,32.01,15.65,27.1,5.42,10.9,5.3,26.0,10.59,13.95,5.49,12.05,34.89,13.29,34.15,20.33,11.63,10.37,35.77,8.37,26.56,23.88,31.45,27.41,14.13,38.57,36.29,30.29,52.0,32.87,15.41,27.32,21.62,35.01,24.5,20.17,11.05,0.0,18.43,12.73,13.08,12.8
32.57,5.81,37.64,35.79,5.59,30.87,13.59,7.14,15.12,29.77,8.35,10.55,14.7,18.91,31.13,9.94,30.39,8.05,9.39,17.23,35.04,8.74,22.79,5.58,27.69,29.5,9.3,37.84,32.53,34.06,48.24,29.11,12.09,25.69,7.81,37.02,29.24,8.97,8.42,17.09,0.0,16.7,5.24,9.43
19.22,13.41,25.57,22.43,16.33,17.51,7.68,11.59,7.57,16.42,6.41,3.65,7.15,2.51,17.55,4.49,16.81,10.39,5.36,3.23,26.18,12.4,16.76,13.94,21.66,13.18,8.33,28.99,26.5,20.71,42.2,14.37,2.0,12.34,11.68,25.43,13.09,10.23,5.86,11.18,19.12,0.0,13.77,8.24
29.62,3.73,38.62,32.83,4.51,27.91,7.55,2.82,9.07,26.82,7.81,11.17,8.66,12.86,32.11,10.52,31.37,17.55,8.85,11.19,36.02,3.19,23.78,21.1,28.67,26.54,11.35,38.83,33.51,31.11,49.22,30.09,12.63,26.45,18.84,35.83,30.23,17.39,8.27,11.04,7.86,13.55,0.0,10.02
24.82,7.35,29.88,27.37,13.75,23.12,8.49,9.01,10.02,22.02,4.11,1.36,9.6,6.29,23.37,1.51,22.63,8.8,5.14,6.1,27.28,9.82,15.03,12.35,19.93,21.75,1.34,30.08,24.77,26.31,40.47,21.35,2.91,17.94,10.09,29.26,21.48,8.64,4.18,11.99,9.43,6.01,11.19,0.0
