23.38,9.48,23.64,5.37,15.17,20.63,5.75,12.29,18.02,9.74,15.13,11.4,19.07,12.05,20.22,6.4,0.0,34.69,6.65,21.15,27.79,24.2,11.62,6.03,26.14,26.01,24.14,6.71,2.57,18.62,26.92,22.89,23.57,20.11,29.19,16.28,3.96,18.66,1.14,20.53,29.0,7.72,4.46,13.27,11.08,3.08,13.73
21.22,41.52,19.42,39.9,22.11,31.34,40.24,25.59,23.74,26.18,23.94,43.44,22.23,44.09,25.78,38.44,34.71,0.0,41.25,18.4,13.44,27.29,38.94,38.8,14.59,15.49,21.51,37.77,36.92,41.42,12.63,14.63,23.65,20.31,14.83,21.25,38.0,25.14,35.77,38.0,13.18,37.77,39.01,45.31,43.86,38.03,45.77
18.87,15.09,20.86,6.9,21.35,26.81,1.46,18.47,24.2,15.92,10.63,8.53,15.3,7.72,15.71,7.71,6.64,40.43,0.0,18.89,30.12,19.69,6.29,2.69,26.14,26.01,19.63,2.82,2.61,15.75,28.72,28.64,19.06,13.69,25.53,11.78,7.46,14.16,6.56,17.66,29.01,13.76,7.15,10.4,18.55,1.84,14.25
10.53,27.71,7.43,26.1,8.3,17.53,16.7,11.79,9.93,12.37,9.2,29.64,3.77,30.28,14.08,24.63,20.9,18.38,17.71,0.0,8.07,15.59,27.19,20.51,4.09,4.23,9.17,26.02,23.12,36.85,6.67,3.64,11.95,5.71,8.6,7.99,24.2,13.38,21.96,26.24,6.96,23.96,25.2,31.5,30.05,24.22,31.96
10.89,34.95,9.09,33.33,15.54,24.77,22.45,19.02,17.16,19.61,13.62,36.87,11.91,32.37,15.46,31.87,28.14,13.28,23.46,8.08,0.0,16.96,28.62,28.47,4.26,4.4,7.62,27.45,30.35,31.09,1.52,4.27,13.32,9.99,1.39,10.93,31.43,14.81,29.19,27.67,1.15,31.2,32.44,38.74,37.29,23.23,39.2
5.18,30.03,7.43,22.95,20.66,26.54,17.75,20.78,23.93,21.36,8.58,24.59,12.02,23.78,3.21,23.76,23.23,27.0,18.76,15.39,16.69,0.0,20.02,19.87,12.72,12.59,6.21,18.85,21.35,23.34,15.29,15.21,5.64,10.1,12.11,9.47,23.79,6.21,24.28,19.92,15.58,26.26,23.2,26.46,34.61,18.53,30.3
21.0,17.56,22.99,8.47,31.11,36.57,10.36,28.23,33.95,25.68,17.21,7.89,27.57,7.94,17.84,12.82,17.37,42.56,6.29,30.94,32.25,21.83,0.0,5.39,28.27,28.14,21.76,4.1,9.29,3.17,30.85,30.77,21.19,25.65,27.66,18.95,13.64,16.29,16.28,5.08,31.14,23.65,8.72,7.9,21.03,9.58,16.72
19.97,12.59,21.96,4.4,24.05,29.5,4.83,21.17,26.89,18.62,13.33,6.04,17.99,5.23,16.81,5.21,6.04,41.53,3.78,21.58,31.21,20.79,4.73,0.0,27.24,27.11,20.73,0.93,4.13,7.65,29.81,29.74,20.16,16.39,26.63,14.47,4.84,15.25,5.95,9.71,30.11,16.45,4.66,7.91,16.06,4.05,11.75
8.11,32.79,5.22,27.76,16.48,22.64,18.66,16.87,20.02,17.46,9.82,29.39,8.11,28.58,11.66,29.72,25.99,14.35,19.66,4.29,4.04,13.17,24.82,24.68,0.0,1.21,8.59,23.65,28.2,27.3,2.64,2.55,9.53,6.19,4.23,7.13,29.28,11.02,27.04,23.88,2.93,29.05,30.29,31.26,35.14,19.43,37.05
5.88,32.74,3.81,27.7,17.41,22.58,18.6,16.82,19.97,17.4,9.77,29.34,8.06,28.53,9.27,29.66,25.94,15.36,19.61,4.23,5.05,10.77,24.77,24.62,1.07,0.0,5.56,23.6,28.15,27.25,3.65,3.58,7.13,6.14,4.58,7.08,29.23,10.96,26.99,23.82,3.94,28.99,30.24,31.2,35.08,19.38,36.99
2.83,31.97,2.46,23.77,15.93,21.81,18.57,16.05,19.2,16.63,6.99,25.41,7.29,24.6,4.43,24.58,25.17,22.28,19.58,9.07,7.52,5.94,20.84,20.69,7.99,5.46,0.0,19.67,22.17,24.16,10.56,10.48,1.56,5.37,6.53,6.52,24.61,7.03,26.22,20.74,10.85,27.08,24.02,27.28,35.43,19.35,31.12
19.38,13.35,21.36,5.17,24.71,30.17,5.5,21.83,27.56,19.28,13.99,6.8,25.95,5.99,16.22,5.98,6.7,40.93,2.84,29.32,30.62,20.2,4.1,0.93,26.65,26.52,20.14,0.0,4.8,7.59,29.22,29.14,19.57,24.03,26.04,15.14,6.01,14.66,6.62,9.65,29.51,17.12,5.42,8.67,16.82,4.72,12.51
21.63,9.17,23.62,4.5,17.4,22.85,4.28,14.52,20.24,11.97,12.78,9.3,21.29,8.49,18.47,5.16,2.58,36.92,2.61,23.37,30.02,22.45,9.73,3.91,28.36,28.23,22.39,4.59,0.0,16.52,29.14,25.11,21.82,22.34,28.29,13.92,5.0,16.92,2.7,18.43,31.22,10.14,4.58,11.17,12.61,1.93,15.01
23.23,17.53,25.22,11.93,31.08,36.54,12.1,28.2,33.93,25.65,21.02,7.86,29.8,7.92,20.07,12.8,17.34,44.79,11.04,33.17,34.48,24.05,3.17,7.66,30.5,30.37,23.99,7.6,11.03,0.0,33.08,33.0,23.42,27.88,29.89,21.91,13.62,17.62,16.26,2.87,33.37,23.63,13.35,7.88,21.0,11.31,16.69
9.49,34.09,7.69,32.48,14.68,25.03,21.05,18.17,16.31,18.75,12.22,36.02,10.5,30.97,14.06,31.01,27.29,12.47,22.05,6.68,1.52,15.56,27.21,27.07,2.86,2.98,10.98,26.05,29.5,29.69,0.0,2.7,11.92,8.58,2.19,9.53,30.58,13.41,28.34,26.27,0.55,30.34,31.59,37.88,36.43,21.83,38.34
10.27,29.61,7.37,28.0,10.2,19.43,20.81,13.69,11.83,14.27,11.98,31.54,6.5,32.18,13.82,26.53,22.8,14.7,21.82,3.64,4.26,15.33,26.98,26.84,2.65,3.53,10.74,25.81,25.02,29.46,2.7,0.0,11.69,8.35,4.58,9.29,26.1,13.18,23.86,26.03,2.99,25.86,27.1,33.4,31.95,26.12,33.86
2.32,30.29,4.02,23.21,17.25,23.13,18.0,17.37,20.52,17.95,6.65,24.84,8.61,24.03,3.87,24.02,23.48,23.59,19.01,11.98,13.28,4.55,20.27,20.13,9.31,9.18,1.56,19.1,21.61,23.6,11.88,11.8,0.0,6.69,8.7,7.84,24.04,6.47,24.54,20.17,12.17,26.51,23.46,26.71,34.86,18.78,30.55
5.04,26.94,4.02,25.33,10.9,16.79,12.8,11.02,14.17,11.61,3.97,28.87,2.26,20.65,8.6,23.86,20.14,19.79,13.81,5.85,9.47,10.1,24.34,16.61,5.5,5.37,5.52,23.83,22.35,24.31,8.07,7.99,6.46,0.0,10.01,2.76,23.43,11.2,21.19,20.89,8.36,23.2,24.44,30.74,29.29,13.58,31.2
7.84,36.61,5.84,35.0,17.2,26.43,24.82,20.69,18.83,21.27,14.15,38.54,12.44,30.85,10.69,33.53,29.8,14.67,25.83,8.61,1.39,12.19,27.09,26.95,4.23,4.58,6.63,25.92,32.02,30.42,2.19,4.34,8.55,10.52,0.0,11.47,33.1,13.29,30.86,26.99,1.67,32.86,34.1,40.4,38.95,25.6,40.86
4.49,23.2,5.32,17.95,13.34,19.22,10.93,13.46,16.61,14.04,1.58,19.58,4.4,18.77,8.38,20.12,16.4,21.29,11.93,7.99,11.04,11.39,22.3,14.73,7.07,6.94,6.81,15.41,14.52,22.27,9.64,9.56,7.76,2.79,11.58,0.0,19.69,5.92,17.45,18.85,9.93,19.43,18.2,21.45,25.52,11.7,25.29
24.1,4.82,26.93,1.89,18.46,23.92,9.78,15.59,21.31,13.03,18.42,6.5,22.36,5.16,20.94,0.45,4.72,37.99,6.63,24.44,31.08,24.92,9.03,4.32,29.43,29.3,24.86,6.05,4.81,13.71,30.21,26.18,24.29,23.4,32.48,19.57,0.0,19.39,3.64,15.63,32.29,11.01,0.98,8.36,8.04,6.46,8.82
6.23,25.64,8.22,18.55,21.44,27.32,13.35,21.56,24.71,22.14,4.46,20.19,12.8,19.38,3.07,19.37,18.83,27.79,14.36,16.17,17.48,7.05,18.21,15.48,13.5,13.37,6.99,14.45,16.96,18.18,16.07,16.0,6.42,10.88,12.89,5.35,19.39,0.0,19.89,14.76,16.37,21.86,18.81,22.84,30.21,14.13,25.9
23.94,7.37,24.21,5.29,15.74,21.2,6.84,12.86,18.59,10.31,15.7,9.3,19.64,9.95,20.79,4.29,1.14,35.26,6.57,21.71,28.36,24.77,17.03,5.95,26.7,26.57,24.7,6.63,2.69,16.52,27.49,23.46,24.14,20.68,29.75,16.84,3.0,19.23,0.0,18.43,29.57,8.28,4.38,11.17,10.0,4.17,11.62
20.09,19.4,22.07,13.8,32.95,38.41,18.9,30.07,35.8,27.52,17.88,9.73,26.66,9.79,16.93,14.66,19.21,41.65,17.84,30.03,31.33,20.91,5.04,9.9,27.36,27.23,20.85,9.84,13.27,2.87,29.93,29.85,20.28,24.74,26.75,18.77,15.48,14.47,18.13,0.0,30.22,25.49,15.21,9.74,22.87,18.11,18.56
9.78,34.63,7.98,30.44,15.23,25.32,21.34,18.71,16.85,19.3,12.51,32.07,10.8,31.26,14.35,31.56,27.83,13.01,22.35,6.97,1.15,15.85,27.51,27.36,3.15,3.27,7.75,26.34,30.04,29.98,0.55,2.99,12.21,8.88,1.67,9.82,31.12,13.7,28.88,26.56,0.0,30.89,32.13,33.94,36.98,22.12,38.89
26.6,7.37,28.59,12.32,18.41,23.87,12.65,15.53,21.26,12.98,18.36,15.86,22.31,16.51,23.44,10.85,7.13,37.93,13.66,24.38,31.03,27.43,23.59,16.46,29.37,29.24,27.36,17.14,10.1,23.08,30.16,26.13,26.79,23.35,32.42,19.5,10.42,21.89,8.18,24.99,32.24,0.0,11.43,17.73,10.44,10.44,18.18
23.7,5.79,25.69,0.91,19.45,24.91,8.79,16.57,22.3,14.02,17.29,6.16,23.35,4.17,20.54,0.57,4.98,38.97,7.74,25.42,32.07,24.52,8.63,4.33,30.41,30.28,24.46,5.64,4.8,13.38,31.2,27.17,23.89,24.39,33.46,18.43,0.98,18.98,4.63,15.29,33.28,11.99,0.0,8.03,13.38,6.1,9.07
26.66,12.26,28.65,6.66,25.81,31.27,11.75,22.93,28.66,20.38,20.25,1.8,29.71,2.49,23.5,7.52,12.07,45.33,10.7,31.78,38.43,27.49,8.33,8.07,33.93,33.8,27.42,8.61,11.49,7.82,36.51,33.53,26.85,30.75,33.32,21.4,8.34,22.74,10.99,9.74,36.8,18.35,8.07,0.0,15.73,10.97,11.42
32.6,4.1,34.59,13.36,24.41,29.87,20.19,21.53,27.25,18.98,24.35,13.88,28.31,14.53,29.44,8.48,13.13,43.93,19.14,30.38,37.03,33.43,21.61,16.51,35.37,35.24,33.36,17.05,16.09,21.1,36.16,32.13,32.79,29.35,38.42,25.5,8.04,27.89,10.0,23.01,38.24,10.45,9.02,15.75,0.0,16.44,5.16
19.6,14.24,21.59,7.28,18.06,23.52,1.72,15.18,20.91,12.63,11.36,8.92,21.96,8.11,16.44,6.94,3.08,37.58,1.8,24.04,30.68,20.42,9.57,3.46,26.87,26.74,20.36,4.14,1.93,16.13,29.45,25.78,19.79,14.42,26.26,12.51,6.87,14.89,4.17,18.05,29.74,10.47,6.37,10.78,18.94,0.0,14.63
30.59,4.44,32.58,8.85,26.34,31.8,15.68,23.46,29.18,20.91,24.18,9.37,30.23,10.02,27.43,8.5,12.6,45.86,14.63,32.31,38.96,31.41,17.1,12.0,37.3,37.17,31.35,12.53,14.12,16.59,38.08,34.05,30.78,31.28,37.25,25.32,8.87,25.87,11.51,18.5,40.16,18.88,9.07,11.23,5.18,14.9,0.0
