20.62,17.68,22.36,26.68,19.27,19.72,31.42,32.75,9.11,11.02,5.39,42.39,30.54,31.79,21.44,0.0,31.83,16.28,28.01,15.57,20.06,39.97,26.32,27.86,18.69,18.39,29.96,30.96,23.55,25.38,25.66,10.1,17.43,22.04,26.78,19.8,30.76,22.94,18.73,9.99,45.28,17.44
10.7,31.98,9.13,4.41,38.27,15.8,0.84,0.86,29.13,25.84,34.75,11.26,6.82,3.19,16.77,28.04,0.0,13.97,4.97,34.56,25.81,8.84,33.41,10.08,24.83,26.55,2.51,3.3,17.22,9.91,10.19,27.32,11.3,29.13,4.86,11.91,2.66,8.38,9.23,37.34,14.15,30.2
5.53,25.28,7.28,11.59,27.59,3.5,16.34,17.67,19.68,19.15,18.99,27.31,15.46,16.7,6.36,15.33,16.74,0.0,12.93,23.88,20.42,24.89,26.68,12.78,17.15,19.86,14.87,15.88,8.47,10.29,10.57,17.01,5.16,22.41,11.69,12.3,15.68,7.86,5.19,23.55,30.2,23.42
6.24,32.28,4.14,2.32,38.57,12.13,4.6,5.93,29.43,26.14,28.02,15.57,4.2,3.83,13.1,24.37,5.0,10.3,0.0,34.86,17.97,13.15,33.71,6.41,25.13,26.85,2.07,3.76,11.64,6.24,6.52,27.62,7.64,29.43,1.58,8.24,2.92,3.66,5.57,32.31,18.46,30.5
28.48,4.42,30.23,34.54,5.61,27.58,34.38,35.17,6.17,10.23,7.65,43.97,30.19,37.18,29.3,13.02,34.48,24.14,35.31,0.0,18.6,38.77,21.5,27.99,10.84,10.54,37.26,31.62,31.41,29.28,29.06,11.26,25.29,17.22,34.64,29.16,38.06,30.81,31.32,10.24,46.86,6.08
17.29,14.8,16.48,21.32,21.09,24.25,25.43,26.22,11.96,7.41,18.55,35.03,21.25,28.24,25.97,20.11,25.54,20.81,18.89,17.39,0.0,29.83,16.2,11.57,6.67,9.37,20.84,22.67,28.08,12.85,12.63,8.25,16.82,11.93,20.38,12.73,21.64,15.83,14.89,20.16,37.92,12.94
18.78,38.62,17.21,12.48,44.91,23.88,9.59,8.16,35.78,32.49,41.39,5.95,15.95,11.27,24.85,36.11,8.59,22.05,13.04,41.21,32.46,0.0,40.05,18.15,31.48,33.2,10.6,12.05,22.85,17.98,18.26,33.96,19.38,35.78,12.94,19.98,10.74,16.46,17.31,43.99,8.84,36.85
31.62,11.4,33.36,36.94,11.64,30.72,33.57,34.36,15.65,12.36,21.27,43.17,29.39,36.38,32.44,26.63,33.68,27.28,34.51,21.08,16.54,37.97,0.0,27.19,11.35,10.24,36.46,30.81,34.55,28.48,28.26,13.83,24.59,5.0,36.0,28.35,37.26,31.46,30.52,23.86,46.06,10.36
7.62,25.27,6.81,8.94,31.56,11.8,9.92,11.25,22.43,19.14,28.04,20.89,3.22,10.29,12.68,27.19,10.32,9.97,6.51,27.86,10.96,18.47,26.7,0.0,18.13,19.84,8.46,6.09,11.21,2.67,2.31,20.61,6.19,22.43,8.0,3.05,9.26,6.16,5.22,30.63,23.78,23.49
21.71,8.23,23.06,27.9,14.52,20.81,24.53,25.32,5.39,1.88,11.01,34.12,20.34,27.33,22.53,16.37,24.63,17.37,25.47,10.82,6.63,28.93,11.65,18.15,0.0,2.81,27.42,21.77,24.64,19.43,19.21,3.35,14.68,7.38,26.96,19.31,28.22,22.41,21.47,13.6,37.01,6.46
24.58,5.44,25.05,29.89,14.07,23.68,26.52,27.31,4.93,2.22,10.55,36.12,22.34,29.33,25.4,15.92,26.63,20.24,27.46,10.36,10.74,30.92,9.98,20.14,2.84,0.0,29.41,23.76,27.51,21.43,21.21,3.91,17.55,5.7,28.95,21.3,30.21,24.41,23.47,13.14,39.01,3.76
10.08,34.31,6.11,1.82,40.6,14.17,2.14,3.65,31.47,28.18,30.06,13.29,5.59,2.06,15.14,26.4,2.65,12.34,2.07,36.9,20.0,10.87,35.74,8.44,27.17,28.89,0.0,2.34,13.67,8.27,8.55,29.65,9.67,31.47,1.79,10.28,1.03,6.67,7.6,34.35,16.18,32.53
10.87,28.83,8.21,4.02,35.12,14.96,2.46,3.99,25.98,22.69,31.6,14.73,3.51,4.14,15.93,27.2,3.3,13.13,3.76,31.41,22.66,12.31,30.26,6.09,21.68,23.4,2.32,0.0,14.47,9.07,6.66,24.17,10.46,25.98,3.62,7.88,3.11,7.46,8.39,34.19,17.62,27.05
2.78,31.58,2.53,6.85,33.55,8.68,11.59,12.92,28.74,25.45,24.95,22.56,10.71,11.96,6.78,21.29,11.99,6.97,8.18,29.85,17.28,20.14,33.01,8.03,24.44,26.16,10.13,11.13,0.0,5.55,5.83,22.97,7.42,28.74,6.94,7.55,10.93,3.11,5.04,29.24,25.45,29.81
5.16,26.6,4.35,8.05,32.89,9.33,9.03,10.37,23.76,20.47,20.27,20.01,5.57,9.4,10.21,24.73,9.44,7.51,5.63,29.19,12.3,17.59,28.03,3.05,19.46,21.18,7.57,8.57,8.75,0.0,0.45,21.94,3.73,23.76,7.12,1.99,8.37,3.7,2.76,31.97,22.9,24.83
5.44,26.38,4.63,8.51,32.67,9.62,9.49,10.82,23.54,20.25,20.55,20.46,5.21,9.86,10.49,25.01,9.89,7.79,6.08,28.97,12.07,18.04,27.81,2.31,19.24,20.96,8.02,6.66,9.03,0.45,0.0,21.72,4.01,23.54,7.57,2.3,8.83,3.98,3.04,31.75,23.35,24.61
21.57,8.41,23.32,30.38,15.07,20.68,27.02,27.8,4.89,1.99,8.69,36.61,22.83,29.82,22.4,10.54,27.12,17.24,27.95,11.36,8.24,31.41,14.21,20.63,3.35,3.91,29.9,24.25,24.51,21.92,21.7,0.0,14.55,9.94,29.45,21.8,30.7,24.9,23.96,12.98,39.5,6.9
3.68,22.7,6.35,10.04,28.91,7.09,11.02,12.36,19.86,16.57,20.3,22.0,9.1,11.39,7.28,16.65,11.43,5.22,7.62,25.2,17.84,19.58,24.1,6.2,14.57,17.27,9.56,10.56,8.5,3.72,4.0,14.43,0.0,19.83,9.11,3.38,10.36,5.7,2.09,26.18,24.89,20.84
26.7,7.36,28.45,32.03,10.41,25.81,28.66,29.45,10.74,7.45,16.35,38.26,24.47,31.46,27.53,21.72,28.77,22.37,29.6,16.17,11.63,33.06,5.0,22.28,6.44,5.33,31.55,25.9,29.64,23.57,23.35,8.92,19.68,0.0,31.09,23.44,32.35,26.55,25.6,18.95,41.15,6.32
7.02,33.77,4.85,0.74,40.06,13.63,3.92,5.26,30.93,27.64,29.52,14.9,5.31,2.47,11.37,25.86,4.33,11.8,1.58,36.36,19.46,12.47,35.2,7.9,26.63,28.35,1.79,3.62,9.91,7.73,8.02,29.11,9.13,30.93,0.0,9.74,2.64,5.15,7.06,33.81,17.79,32.0
7.03,26.61,6.22,11.05,32.9,9.8,12.04,13.37,23.76,20.47,18.7,23.01,5.95,12.4,12.08,19.02,12.44,8.65,8.63,29.19,10.46,20.59,28.04,3.02,19.46,21.18,10.57,7.88,10.62,2.03,2.3,14.9,3.39,23.76,10.12,0.0,11.38,5.57,3.05,22.99,25.9,24.83
9.79,34.19,8.22,1.66,40.48,14.89,2.15,3.6,31.35,28.06,30.78,13.24,6.96,0.94,15.86,27.13,2.66,13.06,2.92,36.78,20.73,10.82,35.62,9.17,27.05,28.76,1.03,3.11,14.4,9.0,9.28,29.53,10.39,31.35,2.64,11.0,0.0,7.47,8.32,35.07,16.13,32.41
3.12,29.56,0.91,5.34,35.85,9.64,8.17,9.5,26.72,23.43,25.9,19.14,7.29,8.54,7.74,22.25,8.57,7.92,3.66,32.15,15.25,16.72,30.99,6.01,22.42,24.14,6.71,7.71,6.27,3.53,3.81,24.9,5.04,26.72,6.25,5.53,7.51,0.0,2.79,30.19,22.03,27.79
2.53,28.8,3.37,7.97,31.33,6.84,8.95,10.29,25.96,22.67,22.73,19.93,8.08,9.32,6.93,19.08,9.36,5.01,5.54,27.63,14.49,17.51,30.23,5.25,21.66,23.38,7.49,8.49,7.78,2.49,2.94,20.75,2.09,25.96,7.04,3.05,8.29,2.73,0.0,27.02,22.82,27.03
27.07,12.55,28.82,33.13,14.14,23.74,38.92,39.71,10.71,14.77,4.12,48.51,34.73,38.24,27.9,10.43,39.02,23.6,34.47,10.43,23.14,43.32,26.04,32.54,15.39,15.08,36.41,36.16,30.0,33.82,33.6,15.8,26.29,21.77,33.23,23.04,37.21,29.4,27.59,0.0,51.4,14.14
24.25,44.1,22.69,17.95,50.39,29.35,15.06,13.63,41.25,37.96,46.87,4.36,21.42,16.75,30.32,41.58,14.07,27.52,18.51,46.68,37.93,8.22,45.53,23.62,36.95,38.67,16.07,17.53,28.32,23.45,23.74,39.44,24.85,41.25,18.41,25.46,16.22,21.93,22.78,49.46,0.0,42.32
27.98,1.97,28.61,33.44,7.99,27.09,30.08,30.87,4.03,5.82,9.64,39.67,25.89,32.88,28.81,15.01,30.18,23.65,31.01,6.08,12.91,34.47,10.08,23.69,6.54,3.76,32.96,27.31,30.92,24.98,24.76,6.93,20.96,5.83,32.51,24.86,33.76,27.96,27.02,12.24,42.56,0.0
