28.57,3.07,38.81,26.19,22.59,29.26,8.22,23.23,27.62,6.33,0.0,25.44,34.87,25.48,7.0,10.51,20.18,35.39,11.95,8.78,30.85,8.67,8.07,4.6,2.67,23.69,6.43,29.76,10.85,13.03,13.8,22.97,37.91,24.24,28.97,35.03,11.12,25.67,8.53,37.64,10.06,29.02,38.28,7.22,9.41,6.18,12.67,3.79,12.8
7.08,27.29,17.88,2.04,9.18,27.66,26.74,5.35,5.62,20.38,24.88,0.0,17.97,3.15,20.43,20.32,24.47,17.02,17.25,20.09,14.32,23.06,19.28,29.46,26.79,22.63,30.54,8.28,16.0,16.65,16.4,7.39,16.98,22.64,7.48,13.55,19.19,7.12,22.79,13.45,24.84,13.63,17.35,20.23,22.03,31.73,15.85,27.89,15.46
10.37,33.37,2.51,13.99,11.88,22.21,32.83,12.72,11.68,33.81,34.92,15.27,0.0,15.0,29.83,26.38,19.03,0.62,26.32,28.68,7.16,29.15,30.89,34.26,36.83,21.13,40.58,13.06,27.27,28.57,29.81,11.54,1.61,14.49,12.36,3.59,27.83,10.68,28.88,3.32,30.93,11.36,1.98,29.82,36.89,35.38,23.23,37.94,26.73
4.07,27.75,14.87,1.11,6.93,24.65,27.21,4.53,2.65,20.84,25.34,3.07,14.95,0.0,20.89,20.79,21.45,14.0,17.72,20.56,11.3,23.52,19.74,29.92,27.25,20.38,31.0,5.26,16.46,17.12,19.85,5.14,13.97,19.63,4.46,10.53,19.65,5.04,23.26,10.43,25.31,10.61,14.34,20.7,23.92,32.2,16.32,28.36,15.93
23.93,5.24,33.89,21.55,19.79,24.35,9.71,18.59,22.98,5.68,6.8,20.8,29.96,20.84,0.0,5.6,15.27,30.48,7.04,2.78,25.93,11.94,1.34,7.07,8.7,18.78,12.46,25.12,6.21,5.39,13.15,20.24,33.0,19.33,24.33,33.51,4.01,21.03,11.68,32.73,13.72,24.11,33.36,0.5,8.76,8.74,5.72,9.81,8.16
23.66,8.87,29.95,21.28,15.85,20.41,11.68,18.32,22.72,9.3,10.42,20.52,26.02,20.57,4.73,0.0,11.33,26.53,1.97,1.98,21.99,8.0,4.09,9.95,12.32,14.83,16.08,24.86,6.4,2.97,16.77,16.23,29.05,15.39,24.06,29.57,1.74,16.92,7.74,28.79,9.78,20.17,29.42,4.32,12.38,11.16,3.71,13.43,7.63
17.33,18.17,22.33,20.03,14.62,4.13,17.63,18.22,17.85,18.61,19.72,21.31,19.49,20.95,14.63,11.18,0.0,20.0,11.12,13.48,14.37,13.95,15.69,19.05,21.63,8.26,25.38,19.0,19.84,13.37,26.07,16.47,21.43,6.12,18.31,23.04,12.63,15.78,13.68,21.17,15.73,12.55,21.8,14.62,21.69,20.18,14.9,22.74,18.36
9.44,33.89,2.02,13.06,10.95,22.72,33.34,11.79,10.75,34.32,35.44,14.34,0.62,14.08,30.34,26.9,19.54,0.0,26.84,29.19,6.23,29.66,31.41,34.77,37.35,20.2,41.1,12.13,26.34,29.08,28.88,10.61,1.12,15.0,11.43,3.1,28.35,9.75,29.4,2.85,31.44,10.43,1.49,30.34,37.4,35.89,22.3,38.45,25.8
20.73,10.18,29.89,18.35,12.91,20.35,10.85,15.39,19.78,10.62,11.73,17.58,25.96,17.64,6.64,1.97,11.27,26.47,0.0,4.12,21.93,7.17,5.44,12.28,13.64,10.81,17.39,21.92,7.24,3.31,18.08,13.29,28.99,15.33,21.13,29.51,2.58,13.99,6.91,28.73,8.95,20.11,29.36,5.67,13.7,13.4,4.15,14.75,8.71
24.19,6.5,32.05,21.81,16.03,22.5,10.34,18.85,23.24,7.44,8.56,21.04,28.12,21.1,2.8,1.98,13.42,28.63,3.99,0.0,24.09,10.1,2.3,8.33,10.46,16.93,14.22,25.38,5.12,3.2,14.91,16.41,31.15,17.48,24.59,31.67,2.04,17.11,9.83,30.88,11.88,22.27,31.52,2.79,10.52,10.63,4.43,11.57,6.35
7.63,29.0,7.29,10.13,4.92,17.86,28.46,8.52,8.15,29.44,30.55,11.41,7.37,11.25,25.46,22.02,14.66,5.51,21.96,24.31,0.0,24.78,26.52,29.89,32.46,13.59,36.21,9.3,18.38,17.06,26.13,6.76,6.39,12.84,8.6,8.36,23.47,6.08,24.51,6.12,26.56,3.84,6.76,25.46,32.52,31.01,16.26,33.57,22.88
26.99,7.36,33.29,24.61,19.18,23.75,4.0,21.65,26.05,15.23,8.67,23.85,29.36,23.9,11.25,7.81,14.67,29.87,7.52,10.1,25.33,0.0,12.32,5.72,18.26,17.07,9.24,28.19,16.46,10.75,22.7,19.56,32.39,18.73,27.39,32.91,9.26,20.25,1.44,32.13,2.02,23.51,32.76,11.25,18.31,6.92,11.52,9.64,14.98
22.78,6.3,33.58,20.4,17.41,25.41,10.77,17.44,21.84,4.84,7.86,19.65,31.02,19.69,1.34,4.59,16.33,31.54,5.3,2.31,27.0,13.01,0.0,8.13,9.77,19.84,13.52,23.98,5.07,4.24,8.7,19.09,32.68,20.39,23.18,29.24,3.35,19.88,12.74,29.15,14.79,25.17,33.05,1.15,7.92,9.8,4.58,10.88,7.02
33.05,3.14,38.36,30.67,23.72,28.82,4.17,27.71,32.1,10.81,4.6,29.92,34.43,29.96,7.06,10.07,19.74,34.95,12.06,8.32,30.41,5.72,8.13,0.0,5.9,21.61,3.67,34.25,15.34,11.92,18.28,24.1,37.47,23.8,33.45,37.98,10.68,24.79,7.11,37.2,7.11,28.58,37.84,7.06,13.89,2.16,17.15,4.7,17.28
31.67,4.58,40.69,29.29,25.7,31.14,10.39,26.33,30.73,8.21,2.67,28.55,36.75,28.58,8.88,12.39,22.06,37.27,13.83,10.66,32.73,10.07,9.95,5.92,0.0,25.57,7.0,32.87,13.96,16.13,15.68,26.07,39.79,26.12,32.07,38.14,13.0,28.77,11.46,38.04,11.46,30.9,40.16,9.1,9.33,8.2,15.77,3.22,15.91
17.11,20.87,22.11,23.82,11.88,16.11,20.29,20.86,17.63,19.89,22.42,23.05,21.73,23.1,17.32,13.88,8.33,21.25,10.8,16.17,14.16,16.61,18.51,21.72,24.32,0.0,28.08,18.79,15.66,11.0,22.06,12.06,21.22,11.09,18.09,23.19,12.74,15.56,16.35,20.95,18.39,12.33,21.59,17.32,22.97,22.84,10.73,25.43,14.18
34.14,5.85,44.38,31.76,28.17,34.84,5.03,28.8,33.2,11.91,6.62,31.01,40.45,31.05,12.58,16.09,25.76,40.96,17.53,14.35,36.42,9.24,13.64,3.66,6.99,29.26,0.0,35.34,16.43,18.6,19.37,28.54,43.48,29.82,34.54,40.61,16.7,31.24,10.63,43.22,8.6,34.6,43.85,12.8,14.99,2.58,18.24,5.79,18.38
3.27,31.74,7.98,6.02,8.52,22.04,31.19,8.51,3.63,24.83,29.33,8.07,12.35,4.94,24.88,24.78,18.85,11.39,21.7,24.55,8.7,27.51,23.73,33.91,31.24,17.78,34.99,0.0,20.45,21.1,23.83,6.83,11.36,17.02,0.8,7.12,23.64,6.73,27.24,7.18,29.29,8.0,11.73,24.68,27.91,36.18,20.3,32.34,19.91
19.72,13.04,30.52,17.33,13.5,26.5,17.64,14.38,18.77,6.12,10.63,16.59,30.6,16.62,6.17,6.39,17.42,29.65,7.1,5.11,26.95,13.96,5.03,15.2,12.53,13.53,16.29,20.91,0.0,3.66,6.69,16.03,29.62,21.48,20.11,26.18,4.65,16.81,13.69,26.08,15.74,15.46,29.99,5.98,9.21,17.48,2.88,13.64,1.98
20.19,9.4,30.99,17.81,12.38,22.59,14.07,14.85,19.24,7.91,12.41,17.04,28.2,17.1,5.16,2.97,13.51,28.72,3.31,3.2,24.18,10.39,4.2,16.99,14.32,11.02,18.07,21.38,3.66,0.0,10.08,12.76,30.09,17.57,20.59,26.65,1.24,13.46,10.12,26.55,12.17,14.35,30.46,4.75,10.99,19.27,1.25,15.42,4.13
22.47,15.6,33.27,20.09,21.46,34.75,22.23,17.79,21.53,11.45,13.19,16.03,33.36,19.38,12.02,16.0,25.67,32.41,17.44,14.27,29.71,22.34,8.7,17.76,15.09,22.03,18.85,23.67,6.69,10.21,0.0,19.62,32.37,29.73,22.87,28.94,9.88,19.56,22.08,28.84,24.12,22.72,32.74,12.24,6.79,20.04,9.85,16.2,8.09
4.11,23.07,11.58,6.04,1.99,20.09,22.49,2.28,3.82,17.95,22.45,7.33,11.66,6.9,17.72,16.08,16.89,10.71,13.0,15.85,6.75,18.81,16.57,27.03,24.36,11.59,28.11,7.22,15.68,12.41,19.96,0.0,10.68,15.07,6.55,12.65,14.94,0.84,18.55,10.41,20.59,3.95,11.05,17.53,21.03,25.04,11.61,25.47,15.15
9.61,34.94,0.95,13.23,11.12,24.64,34.4,11.96,10.92,30.89,36.49,14.51,1.68,14.25,31.4,27.95,20.6,1.12,27.89,30.25,6.4,30.72,32.46,35.83,38.4,20.37,42.15,12.3,26.51,23.27,29.05,10.78,0.0,16.06,11.6,2.53,29.4,9.92,30.45,1.72,32.5,10.6,0.42,31.39,33.97,36.95,22.47,39.51,25.98
16.0,23.54,16.96,18.7,13.29,8.45,22.99,16.89,16.52,23.97,25.09,19.98,14.56,19.62,19.99,16.55,6.13,15.07,16.49,18.84,13.04,19.31,21.06,24.42,27.0,12.49,30.75,17.67,25.21,18.73,31.44,15.13,16.06,0.0,16.97,18.11,18.0,14.45,19.05,17.78,21.09,11.22,16.43,19.99,27.05,25.54,20.27,28.1,23.72
3.0,31.04,13.29,5.32,9.55,23.07,30.49,7.82,3.16,24.13,28.63,7.38,13.37,4.24,24.18,24.08,19.87,12.42,21.0,23.85,9.73,26.81,23.03,33.21,30.54,18.8,34.29,0.8,19.75,20.41,23.14,6.36,12.39,18.05,0.0,8.95,22.94,6.26,26.55,8.85,28.59,9.03,12.76,23.99,27.21,35.49,19.61,31.65,19.22
7.64,37.18,1.87,11.64,13.03,26.01,36.63,13.87,9.39,30.44,38.73,13.69,3.6,10.55,33.63,30.19,22.84,3.1,30.13,32.48,8.31,32.95,34.7,38.06,40.64,22.28,44.39,7.11,26.07,26.72,29.45,12.69,2.53,18.29,7.91,0.0,31.64,11.83,32.69,2.67,34.74,12.51,2.18,33.63,33.53,39.19,25.92,41.74,25.53
22.64,8.24,31.4,20.26,14.83,21.86,13.21,17.3,21.7,8.13,11.02,19.5,27.47,19.55,4.0,1.74,12.78,27.98,2.45,2.04,23.44,9.53,3.36,10.56,12.93,12.73,16.68,23.84,4.66,1.24,9.89,15.21,30.5,16.84,23.04,31.02,0.0,15.9,9.26,30.24,11.31,21.62,30.87,3.6,11.22,11.76,1.97,14.04,5.89
3.05,23.91,10.72,5.89,2.06,19.41,23.34,2.6,3.67,20.87,25.37,7.45,10.81,6.85,20.92,16.92,16.21,9.86,13.85,16.7,6.06,19.65,19.78,29.95,27.28,15.14,31.03,8.71,16.49,13.25,19.91,0.84,9.82,14.38,6.4,11.8,15.78,0.0,19.39,9.56,21.44,3.26,10.19,20.73,25.54,25.89,12.45,28.39,15.96
26.39,6.55,32.69,24.01,18.58,23.15,5.75,21.05,25.45,14.63,15.75,23.25,28.76,23.3,10.65,7.21,14.07,29.27,6.92,9.5,24.73,1.44,11.72,7.08,17.65,16.47,10.61,27.59,15.86,10.15,22.1,18.96,31.79,18.13,26.79,32.31,8.66,19.65,0.0,31.53,2.55,22.91,32.16,10.65,17.71,8.29,10.92,18.76,14.38
7.23,34.92,1.6,12.36,10.25,23.77,34.37,11.09,10.05,30.02,36.47,13.64,3.34,10.14,31.37,27.93,20.57,2.85,27.87,30.22,5.53,30.69,28.92,35.8,38.37,19.51,42.13,7.18,25.64,22.4,28.18,9.91,1.72,17.65,7.49,2.88,29.38,9.05,30.43,0.0,32.47,9.73,1.42,31.37,33.1,36.92,21.6,39.48,25.11
28.37,8.74,34.67,25.99,20.56,25.13,3.73,23.04,27.43,16.61,17.73,25.23,30.74,25.28,12.63,9.19,16.05,31.26,8.91,11.48,26.72,2.02,13.7,7.1,19.64,18.46,8.6,29.57,17.84,12.13,24.08,20.94,33.78,20.11,28.77,34.29,10.64,21.64,2.55,33.51,0.0,24.89,34.15,12.63,19.7,6.28,12.91,11.02,16.36
6.8,27.31,11.81,8.32,2.12,16.16,26.77,5.72,7.32,18.76,28.86,9.61,11.89,10.42,23.76,20.32,12.97,10.94,13.81,22.61,3.84,23.09,17.38,28.19,30.77,10.06,34.52,8.48,14.54,13.22,23.07,3.96,10.91,11.14,7.78,12.88,21.77,3.27,22.82,10.64,24.87,0.0,11.28,23.76,21.84,29.32,12.42,31.87,18.06
9.91,35.24,0.6,13.53,11.42,24.94,34.69,12.26,11.21,31.18,36.79,14.81,1.97,14.54,31.69,28.25,20.89,1.49,28.19,30.54,6.7,31.01,32.76,36.12,38.7,20.67,42.45,8.57,26.81,23.57,29.34,11.07,0.42,16.35,11.9,2.18,29.7,10.22,30.75,1.42,32.79,10.9,0.0,31.69,34.27,37.25,22.76,39.8,26.27
23.74,5.25,34.11,21.35,18.34,24.56,9.72,18.4,22.79,5.9,7.01,20.61,30.18,20.64,0.5,4.83,15.48,30.69,7.26,2.79,26.15,12.16,1.15,7.08,8.92,18.99,12.67,24.93,6.02,4.75,13.37,20.05,33.21,19.54,24.13,33.73,3.59,20.83,11.89,32.95,13.94,24.33,33.58,0.0,8.98,8.75,5.53,10.03,7.97
26.86,11.8,37.66,24.47,20.88,30.95,18.43,23.87,25.91,4.0,9.39,22.11,36.56,23.76,8.22,12.2,21.87,37.08,13.64,10.47,32.54,18.55,8.02,13.97,8.95,25.38,15.05,28.05,9.14,11.32,7.25,25.69,36.76,25.93,27.25,33.32,12.81,25.64,18.28,33.22,20.33,22.84,37.13,8.44,0.0,16.24,10.95,12.4,11.09
32.74,4.61,39.04,30.36,24.93,29.49,2.62,27.4,31.79,13.18,6.18,29.59,35.11,29.65,8.76,11.15,20.41,35.62,13.27,10.62,31.08,6.92,9.82,2.16,8.27,22.82,2.58,33.94,17.71,13.03,20.65,25.3,38.14,24.47,33.14,38.66,11.79,26.0,8.31,37.87,6.28,29.26,38.51,8.76,16.26,0.0,19.52,6.27,19.66
19.38,14.04,30.18,17.0,11.58,23.7,14.83,14.04,18.44,7.13,11.63,16.24,30.27,16.29,5.99,3.71,14.62,29.32,4.16,4.43,16.34,11.15,4.84,16.21,13.54,10.72,17.29,20.58,2.88,1.25,9.31,11.96,29.29,18.68,19.78,25.85,1.97,12.65,10.89,25.75,12.93,13.54,29.65,5.8,10.21,18.49,0.0,14.65,3.35
31.37,5.27,41.61,28.99,25.4,32.07,8.46,26.03,30.43,9.14,3.68,28.25,37.68,28.28,9.81,13.32,22.99,38.2,14.76,11.58,33.65,9.64,10.87,4.71,3.22,26.5,5.8,32.57,13.66,15.83,16.6,25.78,40.72,27.05,31.77,37.84,13.93,28.47,11.02,40.45,11.03,31.83,41.08,10.03,12.22,6.29,15.47,0.0,15.61
18.99,14.89,29.79,16.61,12.72,27.32,18.46,13.65,18.05,7.98,12.48,15.86,29.88,15.9,8.03,7.62,18.24,28.92,8.97,6.34,26.23,14.78,6.88,17.06,14.39,14.35,18.14,20.19,1.98,4.13,8.1,15.3,28.89,22.3,19.39,25.46,5.88,16.09,14.51,25.36,16.56,14.68,29.26,7.84,11.06,19.34,3.35,15.5,0.0
