15.5,22.26,16.45,14.17,24.16,15.45,17.6,21.37,21.51,20.24,0.0,9.96,20.04,15.37,16.13,16.85,23.41,10.67,25.01,19.12,12.47,22.55,24.47,22.37,18.26,8.87,16.99,12.0,18.94,19.67,24.57,16.8,24.96,14.24,17.22,23.15,17.67,14.61,15.52,14.7,9.71,16.07,26.94,10.85,10.41,18.44,18.14,19.77,10.9,15.43,14.25,13.1,26.03,25.93,19.71,22.7
21.22,27.55,24.87,19.9,29.45,24.31,22.89,26.66,27.23,25.54,9.83,0.0,25.34,21.09,21.86,22.57,28.71,16.39,30.3,24.85,18.2,31.41,29.77,31.23,23.98,14.6,22.29,17.72,24.23,24.96,29.86,22.52,30.25,19.54,26.07,13.29,22.97,20.34,20.81,25.25,18.57,21.79,35.8,16.57,16.13,23.73,23.87,25.06,16.62,25.35,19.97,18.83,31.33,34.79,25.0,27.99
17.74,15.71,24.18,7.16,2.45,28.97,6.04,11.84,17.42,8.01,20.05,25.48,0.0,13.41,15.32,16.38,9.15,11.97,9.74,14.65,14.62,39.47,8.63,39.29,10.8,11.24,6.74,15.31,13.4,7.31,5.22,24.84,15.35,10.04,34.59,17.6,3.85,11.63,10.01,27.56,27.08,17.73,43.86,13.0,14.27,9.03,13.45,14.22,11.71,27.66,19.99,12.43,12.14,42.85,14.11,2.91
4.22,26.21,10.82,4.33,14.47,12.6,18.35,22.33,8.18,18.5,15.29,21.14,13.59,0.0,3.75,4.88,19.65,4.75,20.24,5.41,7.41,23.11,19.12,22.93,3.05,6.78,20.97,7.32,22.89,18.09,16.21,8.47,25.84,19.52,20.02,27.09,16.17,2.14,19.49,11.19,12.12,8.49,27.5,5.79,6.92,19.81,4.1,23.71,4.49,11.3,6.16,3.23,24.22,26.49,23.6,14.37
1.24,28.21,9.66,6.56,16.47,11.44,20.36,24.34,4.6,20.51,15.87,21.72,15.59,3.39,0.0,1.65,21.65,5.74,22.25,2.46,6.07,21.95,21.13,21.77,5.8,11.45,22.98,7.91,24.89,20.1,18.22,7.31,27.85,21.53,18.86,29.1,18.18,2.46,21.5,10.03,10.96,3.06,26.34,6.37,7.5,21.81,3.71,25.72,6.64,10.14,3.81,2.85,24.64,25.33,25.61,16.38
1.19,29.2,8.14,8.19,17.45,12.93,21.34,25.32,4.63,21.49,16.75,22.6,16.57,5.66,1.71,0.0,22.63,6.62,23.23,2.53,8.87,23.44,22.11,23.26,6.78,12.33,23.96,8.79,25.87,21.08,19.2,8.8,28.83,22.51,20.35,30.08,19.16,4.58,22.48,11.52,12.45,1.52,27.83,7.25,8.38,22.79,4.44,26.7,7.52,11.63,3.96,3.88,25.62,26.82,26.59,17.36
23.98,9.27,30.42,15.23,8.17,35.21,8.29,5.39,23.66,3.27,23.44,28.87,9.05,19.65,21.56,22.62,0.0,20.04,2.68,20.89,30.07,43.3,1.96,43.12,17.04,19.3,8.6,29.59,16.92,4.91,5.52,31.08,8.01,16.92,37.97,21.13,8.45,20.83,9.4,33.8,30.46,23.97,47.69,28.44,28.0,5.89,19.69,17.75,19.77,33.9,26.23,22.07,3.71,46.68,9.56,8.08
5.16,27.55,8.81,5.05,15.76,10.59,16.99,26.66,11.17,18.96,11.0,16.85,12.23,4.76,5.79,6.51,20.1,0.0,20.7,8.78,2.72,21.09,19.58,20.91,7.25,4.75,22.29,2.63,24.24,18.27,16.18,6.46,30.26,19.54,18.0,28.44,14.81,4.05,20.81,9.18,7.49,5.73,25.48,1.29,2.24,23.73,7.8,25.06,0.95,9.28,3.9,2.76,23.09,24.47,25.0,17.99
24.71,10.59,31.15,15.96,8.9,35.94,8.0,6.72,24.39,4.23,24.76,30.19,9.78,20.38,22.29,23.35,2.53,20.76,0.0,21.62,31.39,44.63,1.12,44.45,17.77,20.03,9.93,30.92,18.25,5.44,6.25,31.81,9.46,18.25,39.3,22.45,9.18,21.56,10.73,34.53,31.79,24.7,49.02,29.77,29.33,7.21,20.42,19.07,20.5,34.63,26.96,22.8,2.35,48.01,10.89,8.8
4.07,27.63,10.51,8.55,15.89,15.3,19.77,23.76,3.96,19.92,19.12,24.97,15.01,4.88,2.4,2.72,21.07,8.99,21.66,0.0,11.24,25.81,20.54,25.63,5.21,14.7,22.39,11.15,24.31,19.51,17.64,11.17,27.26,20.95,22.71,28.51,17.59,4.34,20.92,13.89,14.82,4.07,30.2,9.62,10.74,21.23,2.48,25.13,9.89,13.99,6.33,4.68,24.06,29.19,25.02,15.79
5.86,28.8,5.96,7.49,22.01,7.74,24.15,27.91,11.37,26.79,12.25,18.1,14.88,7.45,6.69,8.91,29.96,2.72,31.55,11.18,0.0,18.24,22.23,18.06,11.33,7.14,23.54,0.72,25.49,26.21,18.83,3.61,31.51,20.79,15.15,29.69,17.46,5.74,22.06,6.33,4.69,8.13,22.63,1.82,2.04,24.98,9.26,26.31,3.54,6.43,3.55,4.22,32.58,21.62,26.25,21.91
21.39,42.04,14.72,25.76,37.71,12.35,37.38,41.15,27.07,40.02,22.12,31.32,39.82,23.15,22.4,23.75,43.19,20.75,44.79,26.03,18.21,0.0,44.25,0.33,27.03,26.46,36.77,18.81,38.72,39.44,39.46,15.36,44.74,34.02,5.62,42.92,37.45,21.44,35.3,12.91,15.33,22.98,5.09,21.38,20.19,38.22,24.96,39.54,21.65,13.64,19.08,19.93,45.81,4.08,39.49,37.61
23.59,9.95,30.03,14.84,7.78,34.82,6.88,6.08,23.28,3.12,24.12,29.55,8.67,19.27,21.18,22.24,1.96,19.65,1.12,20.51,22.3,43.99,0.0,43.81,16.66,18.92,9.29,30.28,17.61,4.33,5.13,30.69,8.7,17.61,38.65,21.81,8.07,20.44,10.09,33.41,31.15,23.59,48.38,20.68,28.69,4.82,19.3,18.43,19.39,33.51,25.85,21.68,3.44,47.37,10.25,7.69
21.21,41.86,14.54,25.58,37.53,12.17,37.2,40.97,26.89,39.84,21.94,31.14,39.64,22.97,22.22,23.57,43.01,20.57,44.61,25.85,18.03,0.33,44.07,0.0,26.85,26.28,36.59,18.62,38.54,39.26,39.28,15.18,44.56,33.84,5.44,42.74,37.27,21.26,35.12,12.73,15.14,22.8,5.51,21.2,20.01,38.04,24.78,39.36,21.47,13.46,18.9,19.75,45.63,4.5,39.31,37.43
7.92,23.71,14.36,4.54,11.97,19.15,15.86,19.84,7.61,16.01,22.97,28.82,11.09,3.05,5.51,6.57,17.15,7.25,17.74,4.84,15.09,29.66,16.63,29.48,0.0,8.68,18.47,15.0,20.39,15.6,13.72,15.02,23.34,17.03,26.56,24.59,13.67,4.77,17.0,17.74,18.67,7.92,34.05,13.47,14.59,17.31,3.63,21.21,6.99,17.84,10.18,6.01,20.14,33.04,21.1,11.87
10.62,25.44,14.27,4.39,14.54,16.05,15.77,24.55,16.63,17.74,8.89,14.74,11.0,6.97,11.25,11.97,18.88,4.75,19.47,14.24,7.59,26.56,18.36,26.38,8.69,0.0,20.18,7.12,22.12,17.05,14.95,11.92,28.14,10.93,23.46,26.33,13.58,6.26,18.7,14.64,10.45,11.19,30.95,5.97,5.05,21.62,10.99,22.95,3.8,14.74,9.37,5.59,21.87,29.94,22.89,13.43
25.19,6.53,30.12,14.6,5.96,29.58,1.02,6.66,24.87,3.44,16.81,22.25,7.19,20.86,22.77,23.83,8.71,21.64,10.3,22.1,23.44,36.68,8.4,36.5,18.25,19.85,0.0,22.97,10.3,2.78,4.92,27.77,10.25,10.3,31.35,14.5,2.26,22.03,2.76,28.83,23.84,25.18,41.07,21.82,21.38,2.55,20.9,11.12,21.87,30.6,25.22,24.08,11.33,40.06,4.9,6.32
8.08,28.35,6.56,7.01,17.77,8.34,23.69,27.46,14.09,26.34,11.8,17.65,14.23,7.95,8.72,9.43,29.51,2.63,31.1,11.71,0.72,18.85,21.59,18.67,10.6,6.67,23.09,0.0,25.03,25.76,18.18,4.17,31.05,20.34,15.76,29.24,23.77,7.19,21.61,6.94,4.52,8.65,23.24,1.73,1.57,24.53,10.73,25.86,3.6,7.04,4.21,5.68,32.13,22.23,25.8,26.54
26.67,6.92,31.62,16.09,16.24,31.08,9.69,13.46,26.36,12.33,18.31,23.74,12.13,22.35,24.26,25.32,15.5,23.14,17.1,23.59,24.94,38.18,16.56,38.0,19.74,21.35,9.09,24.47,0.0,11.76,16.65,29.27,17.05,10.55,32.85,5.58,10.52,23.52,5.41,30.33,25.34,26.67,42.57,23.32,22.88,10.53,22.39,2.73,23.37,32.1,26.72,25.57,18.12,41.56,4.97,14.79
22.55,6.39,28.99,14.4,6.74,32.32,2.28,5.47,22.23,1.54,19.55,24.98,8.23,18.22,20.13,21.19,4.82,19.21,5.44,19.46,26.18,39.41,4.33,39.23,15.61,22.58,2.78,25.7,13.03,0.0,2.99,29.64,11.02,13.03,34.08,17.24,3.42,19.4,5.51,32.37,26.58,22.54,43.8,24.56,24.11,1.88,18.26,13.86,18.95,32.47,24.8,20.64,7.82,42.8,6.13,6.64
19.97,12.29,26.41,11.1,2.66,31.2,4.02,8.42,19.65,4.58,23.99,29.42,4.92,15.64,17.55,18.61,5.73,15.9,6.32,16.88,18.56,41.7,5.2,41.52,13.03,15.17,4.71,19.24,17.33,3.4,0.0,27.07,11.92,13.97,38.52,21.54,3.35,16.82,7.46,29.79,30.72,19.96,46.09,16.94,18.2,5.11,15.68,18.16,15.64,29.89,22.22,16.37,8.72,45.09,8.11,3.06
7.81,32.84,2.32,11.17,23.12,4.7,28.19,31.95,12.48,27.15,16.92,22.14,18.34,8.56,7.8,9.16,28.3,6.16,28.89,11.44,3.62,15.21,27.77,15.03,12.44,11.87,27.58,4.21,29.52,26.74,24.86,0.0,35.54,24.83,12.11,33.73,20.92,6.84,26.1,3.29,3.83,8.38,19.6,6.79,5.6,29.02,10.36,30.35,7.06,3.04,4.41,5.33,31.29,18.59,30.29,23.02
30.31,5.9,38.28,21.56,14.5,37.74,10.94,4.59,29.99,7.56,24.97,30.4,15.38,25.98,27.89,28.95,7.75,29.8,9.84,27.22,31.6,44.84,8.81,44.66,23.37,28.0,10.14,31.13,18.46,11.24,11.85,35.93,0.0,18.46,39.5,22.66,14.78,27.16,10.94,36.99,32.0,30.3,49.23,29.98,29.54,7.42,26.02,19.28,30.03,38.75,32.56,32.23,8.55,48.22,7.66,14.4
23.72,14.54,27.37,12.2,13.66,26.83,8.0,13.65,23.77,12.53,14.06,19.49,9.54,19.76,21.67,22.73,15.7,18.89,17.29,21.0,20.69,33.93,17.48,33.75,17.15,10.72,9.28,20.22,11.2,10.18,14.07,25.02,17.25,0.0,28.6,15.4,7.57,22.83,7.8,26.08,21.09,24.29,38.32,19.07,18.63,10.72,19.8,12.02,19.12,27.84,22.47,21.32,18.32,37.31,11.91,12.2
18.07,36.49,11.39,22.43,34.38,9.03,31.84,35.6,23.75,34.48,16.57,25.77,34.28,19.82,19.07,20.43,37.65,17.42,39.24,22.7,14.89,6.17,38.71,5.99,23.7,23.13,31.23,15.48,33.18,33.9,36.13,12.03,39.2,28.48,0.0,37.38,31.91,18.11,29.75,9.58,12.0,19.65,10.56,18.05,16.86,32.67,21.63,34.0,18.33,10.31,15.76,16.6,40.27,9.55,33.94,34.29
31.87,12.11,36.82,21.29,21.44,36.28,14.89,18.66,31.55,17.53,23.51,13.26,17.32,27.54,29.45,30.51,20.7,28.33,22.29,28.78,30.14,43.38,21.76,43.2,24.93,26.54,14.28,29.67,5.58,16.95,21.85,34.47,22.25,15.74,38.04,0.0,15.71,28.72,10.6,35.53,30.54,31.86,47.77,28.52,28.08,15.72,27.58,3.81,28.57,37.29,31.92,30.77,23.32,46.76,10.15,19.98
20.65,8.72,27.09,10.08,3.81,30.34,1.86,10.83,20.34,3.91,17.57,23.0,3.9,16.33,18.24,19.3,8.14,14.88,8.74,17.57,24.2,37.43,7.62,37.25,13.72,14.15,2.27,23.72,11.26,3.38,3.35,27.75,14.34,7.55,32.1,15.46,0.0,14.54,4.41,30.47,24.59,20.65,41.82,22.57,22.13,4.74,16.37,12.08,14.62,30.57,22.91,15.35,11.14,40.82,7.52,4.28
2.4,27.56,9.11,4.64,15.82,10.89,19.71,23.69,7.35,19.86,14.2,20.05,14.94,2.14,2.43,4.01,21.0,4.04,21.59,4.5,5.96,21.39,20.48,21.21,5.14,6.25,22.32,6.23,24.24,19.45,17.57,6.76,27.2,20.88,18.3,28.44,17.52,0.0,20.85,9.48,10.41,6.26,25.78,4.36,5.82,21.16,5.46,25.06,3.78,9.58,4.44,1.51,25.57,24.78,24.95,15.73
24.0,6.23,28.94,13.42,8.46,28.4,3.52,7.11,23.69,5.99,15.63,21.06,9.46,19.68,21.59,22.65,9.16,20.46,10.75,20.92,22.26,35.5,10.22,35.32,17.07,18.67,2.71,21.79,6.08,5.41,7.42,26.59,10.71,9.12,30.17,10.28,4.36,20.85,0.0,27.65,22.66,24.0,39.89,20.64,20.2,4.18,19.72,6.9,20.69,29.42,24.04,22.89,11.78,38.88,4.27,8.81
9.46,34.54,1.94,13.83,25.78,1.59,29.88,33.65,15.15,29.82,14.62,24.81,21.0,11.22,10.47,11.83,30.96,8.82,31.55,14.1,6.29,12.74,30.44,12.56,15.1,14.53,29.27,6.88,31.22,31.94,27.53,3.43,37.24,26.52,9.65,35.42,23.58,9.51,27.8,0.0,3.44,11.05,17.13,9.45,8.26,30.72,13.03,32.04,9.73,0.73,7.15,8.0,38.31,16.12,31.99,25.69
11.28,29.1,4.37,11.22,26.58,4.82,24.44,28.21,15.95,27.08,9.17,18.38,26.88,12.02,11.27,12.63,30.25,9.62,31.85,14.9,4.69,15.34,31.31,15.16,15.9,10.46,23.83,4.52,25.78,26.5,28.33,3.82,31.8,21.08,12.25,29.98,24.51,10.31,22.36,3.44,0.0,11.85,19.73,6.2,5.77,25.28,13.83,26.6,7.81,3.76,7.87,8.8,32.87,18.72,26.54,26.49
2.37,30.51,7.26,8.54,18.77,12.47,22.65,26.64,6.23,22.8,16.28,22.14,17.89,6.01,2.92,1.57,23.95,6.15,24.54,3.84,8.41,22.97,23.42,22.79,8.09,11.87,25.27,8.32,27.19,22.39,20.52,8.34,30.14,23.83,19.88,31.39,20.47,4.93,23.8,11.06,11.99,0.0,27.36,6.79,7.91,24.11,5.75,28.01,7.06,11.16,3.32,5.49,26.94,26.35,27.9,18.67
25.7,46.35,19.03,30.07,42.02,16.67,41.69,45.46,31.39,44.33,26.43,35.63,44.13,27.46,26.71,28.07,47.5,25.06,49.1,30.34,22.53,5.29,48.56,5.59,31.34,30.77,41.08,23.12,43.03,43.76,43.77,19.67,49.05,38.33,9.93,47.24,41.76,25.75,39.61,17.22,19.64,27.29,0.0,25.69,24.5,42.53,29.27,43.86,25.97,17.95,23.39,24.24,50.12,1.66,43.8,41.93
5.73,27.19,7.79,5.8,24.28,9.57,22.53,26.3,11.74,25.17,10.63,16.49,13.47,5.6,6.36,7.08,28.34,1.1,29.93,9.35,1.82,20.08,20.82,19.9,8.5,6.21,21.92,1.73,23.87,24.59,17.42,5.44,29.89,19.17,16.99,28.07,16.05,4.84,20.45,8.17,6.2,6.3,24.47,0.0,1.34,23.37,8.37,24.69,1.92,8.27,4.48,3.33,30.96,23.46,24.63,24.19
7.04,26.7,7.98,5.97,16.73,9.76,22.04,25.81,13.05,24.68,10.15,16.0,13.19,6.91,7.67,8.39,27.86,2.24,29.45,10.66,2.04,20.27,20.55,20.09,9.55,5.06,21.44,1.57,23.38,24.11,17.14,5.63,29.4,18.68,17.17,27.59,22.11,6.15,19.96,8.35,5.77,7.61,24.66,1.34,0.0,22.88,9.68,24.21,2.56,8.45,5.79,4.64,30.47,23.65,24.15,25.5
24.09,4.66,31.59,16.07,8.29,31.05,2.94,4.08,23.78,2.16,18.28,23.72,8.41,19.77,21.68,22.74,6.13,23.11,6.09,21.01,24.91,38.15,4.98,37.97,17.16,21.32,2.5,24.44,11.77,1.72,4.54,29.24,7.68,11.77,32.82,15.97,4.69,20.94,4.25,30.3,25.31,24.09,42.54,23.29,22.85,0.0,19.81,12.59,23.34,32.07,26.69,25.54,8.75,41.53,4.41,8.19
5.82,26.01,12.26,6.7,14.27,17.05,18.15,22.14,5.25,18.31,20.87,26.72,13.39,3.97,3.7,4.47,19.45,10.74,21.84,2.48,12.99,27.56,18.93,27.38,2.78,10.82,20.77,12.9,22.69,17.9,16.02,12.92,25.64,19.33,24.46,26.89,15.97,5.19,19.3,15.64,16.57,5.82,31.95,11.37,12.5,19.61,0.0,23.51,11.64,15.75,8.08,5.53,22.71,30.94,23.4,14.17
28.2,8.44,33.14,17.61,17.77,32.61,11.22,14.98,27.88,13.86,19.84,25.27,13.65,23.87,25.78,26.84,17.03,24.66,18.62,25.11,26.47,39.7,18.09,39.52,21.26,22.87,10.61,25.99,2.73,13.28,18.18,30.8,18.58,12.07,34.37,3.81,12.04,25.05,6.93,31.86,26.86,28.19,44.09,24.84,24.4,12.05,23.91,0.0,24.89,33.62,28.24,27.1,19.65,43.08,6.48,16.31
6.08,27.36,9.73,4.27,15.5,11.51,16.73,26.47,12.09,18.7,10.81,16.66,11.96,4.5,6.71,7.43,19.84,0.95,20.44,9.7,3.54,22.02,19.32,21.83,6.99,3.64,22.1,3.6,24.04,18.01,15.91,7.38,26.04,19.35,18.92,28.25,14.55,3.79,20.62,10.1,7.81,6.65,26.41,1.92,2.56,23.54,8.52,24.87,0.0,10.2,4.83,2.71,22.83,25.4,24.81,17.73
10.06,35.27,1.01,14.43,26.38,1.32,30.61,34.38,15.75,30.42,15.34,25.41,21.6,11.83,11.07,12.43,31.56,9.42,32.15,14.7,6.89,13.47,31.04,13.29,15.71,15.14,30.0,7.48,31.95,30.01,28.13,2.87,37.97,27.25,10.38,36.15,24.19,10.11,28.52,0.73,3.76,11.65,17.86,10.06,8.86,31.44,13.63,32.77,10.33,0.0,7.75,8.6,34.55,16.85,32.71,26.29
3.33,30.83,6.82,9.15,21.16,8.6,26.17,29.94,8.61,25.19,14.28,20.13,20.28,6.42,3.96,3.95,26.34,4.15,26.93,6.23,3.24,19.1,25.81,18.92,10.48,9.86,25.57,4.54,27.51,24.78,22.9,4.47,32.53,22.82,16.01,31.72,22.86,4.33,24.09,7.19,8.12,3.18,23.49,4.78,4.33,27.01,8.14,28.34,5.05,7.29,0.0,2.82,29.33,22.49,28.28,21.06
2.69,29.6,7.6,5.52,16.91,9.38,17.46,24.77,7.58,20.94,13.05,18.9,12.69,3.23,2.9,5.53,22.09,2.98,22.68,4.73,4.45,19.88,21.56,19.7,6.23,5.59,24.34,5.08,26.28,20.53,18.65,5.25,28.28,21.59,16.79,30.49,15.28,1.51,22.86,7.97,8.9,4.75,24.27,3.23,4.67,25.78,5.46,27.11,2.72,8.07,2.93,0.0,26.66,23.26,27.05,16.81
27.62,12.43,34.06,18.87,11.81,41.2,14.4,8.56,25.08,7.31,28.43,33.86,12.69,24.98,25.2,26.26,4.66,23.67,3.09,24.53,35.06,48.29,4.19,48.11,20.68,31.46,13.59,34.58,21.91,8.55,9.15,34.72,7.11,21.91,42.96,26.12,12.09,26.15,14.39,37.44,35.46,27.61,52.68,33.43,32.99,10.88,23.48,22.74,23.41,37.54,29.87,27.39,0.0,51.68,14.55,11.71
24.7,45.34,18.02,29.06,41.01,15.66,40.68,44.45,30.38,43.32,25.42,34.62,43.12,26.45,25.7,27.06,46.5,24.05,48.09,29.33,21.52,4.28,47.56,4.58,30.33,29.76,40.08,22.11,42.02,42.75,42.76,18.66,48.04,37.32,8.92,46.23,40.75,24.74,38.6,16.21,18.63,26.28,1.66,24.69,23.49,41.52,28.26,42.85,24.96,16.94,22.39,23.23,49.11,0.0,42.79,40.92
28.01,2.58,33.09,17.42,15.25,32.55,5.69,5.5,27.69,6.24,19.78,25.21,13.46,23.68,25.59,26.65,9.41,24.61,11.01,24.92,26.41,39.65,10.47,39.47,21.07,22.81,4.88,25.94,4.97,6.13,8.1,30.74,7.66,11.88,34.31,9.87,7.55,24.86,4.33,31.8,26.81,28.0,44.04,24.79,24.35,4.46,23.72,6.49,24.84,33.56,28.19,27.04,12.03,43.03,0.0,15.16
18.85,14.63,25.29,10.08,0.47,30.08,5.41,10.75,18.54,6.92,22.34,27.77,2.91,14.53,16.44,17.5,8.06,23.77,8.66,15.77,26.02,40.59,7.54,40.41,11.92,14.15,6.11,25.93,15.69,6.51,3.06,25.95,14.26,12.32,37.49,19.89,4.77,15.7,14.76,28.67,29.6,18.85,44.98,24.4,25.53,8.22,14.57,16.51,14.62,28.77,21.11,16.94,11.05,43.97,14.92,0.0
