10.88,29.7,3.45,32.98,34.1,11.42,13.42,30.23,6.15,32.18,14.62,25.91,22.34,31.28,14.99,22.56,3.38,24.94,4.59,25.61,27.97,3.45,30.3,18.78,12.57,29.64,6.65,9.82,10.92,0.0,11.66,4.98,9.8,5.4,25.9,13.94,26.78,7.85,3.35,7.49,8.44,33.45,18.55,26.95,22.98
2.59,31.07,10.45,29.05,31.38,20.0,16.98,24.12,8.18,24.7,4.17,24.39,23.6,23.21,23.23,19.26,9.81,23.68,8.49,26.84,20.77,8.52,27.58,17.98,20.81,30.87,8.46,5.53,5.84,11.8,0.0,7.47,7.15,8.63,24.06,7.59,28.01,7.42,11.58,3.46,4.53,27.34,26.8,27.9,24.24
7.87,37.2,2.65,40.48,41.6,18.92,20.91,37.72,10.75,31.43,10.9,33.4,29.84,29.94,14.92,25.99,8.07,32.44,8.35,33.11,27.5,5.39,37.8,22.43,12.5,37.13,12.91,11.41,12.51,4.97,7.95,0.0,11.4,10.3,33.39,14.32,34.28,11.87,2.19,6.05,10.03,40.94,18.48,34.45,30.47
4.39,25.79,8.7,23.77,26.09,16.37,13.36,18.83,4.24,19.42,8.62,20.06,16.5,17.93,21.41,12.15,6.09,16.58,4.4,19.74,14.99,6.76,22.3,11.16,18.99,23.76,4.19,1.97,2.18,10.05,7.02,11.51,0.0,4.69,18.5,6.05,20.91,1.58,9.83,5.19,1.85,22.06,24.97,20.8,17.13
7.55,27.02,7.48,30.3,31.42,13.75,10.73,27.55,0.71,29.5,11.29,23.23,19.66,20.79,20.25,15.02,2.35,22.26,1.83,22.93,17.86,5.54,27.62,11.73,17.83,26.95,1.21,6.57,6.57,5.34,8.33,10.28,4.69,0.0,23.21,10.69,24.1,3.12,8.61,6.5,5.19,30.77,23.82,24.27,20.29
24.0,5.64,31.92,8.44,9.56,22.13,14.91,5.68,23.28,5.61,21.18,0.6,4.9,4.12,38.97,8.75,26.08,2.63,25.56,11.99,4.89,29.98,5.76,18.81,33.77,16.01,22.67,20.79,20.61,26.48,24.39,33.27,20.42,23.73,0.0,18.72,13.16,24.18,31.01,27.67,26.36,8.9,42.54,5.21,3.76
7.41,25.47,16.41,23.44,25.77,25.95,22.94,18.51,14.13,21.0,4.59,18.78,18.0,17.6,29.19,13.65,15.77,18.07,14.45,21.24,15.16,14.47,21.97,20.8,26.77,25.26,14.41,4.19,4.44,17.76,7.8,14.1,5.99,14.58,18.46,0.0,22.41,7.42,17.54,9.59,5.69,22.0,32.75,22.3,18.63
27.98,7.47,32.49,19.15,10.01,22.7,15.47,16.4,23.85,18.36,25.16,12.08,8.51,17.45,39.54,15.17,26.65,11.11,26.12,1.24,18.01,30.55,16.48,18.27,34.34,3.21,23.24,24.77,20.52,27.04,28.38,33.84,20.98,24.3,12.07,22.7,0.0,24.74,31.58,28.24,26.93,19.62,43.1,5.8,9.15
6.23,27.63,9.43,24.69,27.02,14.37,11.35,19.76,2.67,20.34,9.97,23.84,20.27,18.85,22.21,13.08,4.53,22.87,3.47,23.54,15.92,7.5,23.22,10.61,19.79,27.57,2.68,3.41,3.62,7.85,7.01,12.24,1.58,3.12,23.83,7.49,24.72,0.0,10.56,5.19,2.87,22.98,25.78,24.88,20.91
9.77,34.68,1.8,37.97,39.09,16.41,18.4,35.21,9.07,31.81,14.53,30.89,27.33,30.32,12.72,22.47,6.39,29.93,6.67,30.6,27.88,3.71,35.29,20.74,10.3,34.62,11.22,9.73,10.83,3.35,11.57,2.19,9.71,8.62,30.88,13.85,31.77,10.19,0.0,7.48,8.35,38.43,16.29,31.93,27.96
2.94,30.97,6.55,31.15,35.37,17.7,14.69,26.22,5.89,26.8,6.28,27.18,23.61,25.31,19.33,21.36,5.91,26.21,4.3,26.88,22.87,4.62,31.58,15.69,16.91,30.91,6.17,4.84,6.24,7.9,3.32,6.27,4.86,6.34,27.17,9.69,28.06,5.13,7.68,0.0,3.04,29.44,22.9,28.22,24.25
2.49,30.11,7.19,28.08,30.41,16.59,13.57,23.15,4.77,23.74,4.8,26.06,22.5,22.24,19.97,18.29,6.55,25.09,5.53,25.88,19.81,5.25,26.61,14.57,17.55,29.9,5.05,1.62,2.72,8.54,5.01,10.0,1.85,5.22,23.1,6.62,27.05,2.88,8.32,3.31,0.0,26.37,23.53,27.1,23.13
27.17,12.34,36.17,6.1,12.64,29.23,22.0,8.15,30.38,2.7,24.35,8.33,11.99,3.97,46.07,11.34,33.18,10.8,32.65,19.08,8.75,34.24,8.84,25.9,40.87,23.11,29.76,25.64,25.9,33.57,27.57,33.87,22.0,30.83,8.36,22.04,20.25,22.93,37.3,29.36,27.15,0.0,49.63,12.81,10.86
24.92,45.78,17.81,49.06,50.18,27.5,29.5,46.31,24.21,48.26,29.68,41.99,38.42,47.36,5.03,45.09,21.53,41.02,21.82,41.69,43.03,18.86,46.38,34.86,8.89,45.72,26.37,24.88,25.97,18.46,26.72,18.57,24.86,23.77,41.98,29.0,42.86,25.34,16.38,22.63,23.5,49.53,0.0,43.03,39.06
27.8,2.84,32.65,12.28,7.17,22.87,15.64,9.52,24.02,11.48,24.97,5.2,5.52,10.57,39.7,14.98,26.82,5.58,26.29,5.12,8.67,30.72,5.7,18.09,34.51,8.67,23.4,24.58,20.33,27.21,28.19,34.01,20.79,24.47,5.21,22.51,5.81,24.91,31.75,28.41,27.1,12.75,43.27,0.0,4.66
24.71,7.29,29.2,10.57,11.69,19.41,12.19,7.81,20.56,9.77,21.89,3.49,1.36,8.86,36.25,6.73,23.36,1.66,22.84,9.26,5.87,27.26,7.89,16.09,31.05,13.29,19.95,21.49,17.24,23.76,25.1,30.55,17.7,21.01,3.48,19.42,10.44,21.45,28.29,24.95,23.64,11.04,39.81,4.43,0.0
