7.46,28.47,6.48,7.15,7.81,30.15,30.01,31.37,8.72,25.34,21.83,21.72,18.49,0.79,23.63,0.0,24.74,26.63,35.9,3.86,30.11,13.63,15.45,27.24,6.22,22.15,6.61,12.09,22.79,2.71,1.9,24.9,6.26,24.52,6.57,4.08,5.1,30.56,15.72,20.43
26.74,7.66,31.91,23.0,24.77,15.87,15.72,17.08,29.55,11.05,7.54,16.22,38.19,25.13,9.34,24.91,0.0,12.34,7.18,29.34,15.82,17.03,32.92,3.06,23.67,5.53,32.05,17.89,42.49,23.98,23.08,2.66,31.69,24.45,32.01,26.74,25.68,6.39,11.07,18.42
22.58,6.23,28.8,18.84,20.61,5.1,8.77,4.69,31.75,1.85,4.85,3.33,40.4,27.33,2.94,27.11,13.42,0.0,14.66,29.68,8.86,15.08,35.12,15.92,19.51,6.73,32.39,20.09,44.7,26.18,25.28,13.58,28.6,14.11,32.35,25.07,21.8,9.81,4.57,2.65
33.99,4.2,40.21,30.25,32.02,12.64,5.16,13.86,40.74,11.96,15.78,12.99,49.39,36.32,14.92,36.1,7.18,13.77,0.0,40.53,6.42,23.55,44.11,7.64,30.92,9.98,43.24,29.08,53.68,35.17,34.27,9.38,40.01,21.22,43.2,36.48,36.87,1.85,17.72,13.51
7.81,32.61,2.54,8.49,7.82,28.53,34.15,28.72,5.39,29.48,25.96,27.36,15.16,3.57,27.77,3.9,28.88,26.78,40.04,0.0,34.25,17.77,12.12,31.38,6.5,26.29,3.28,16.22,19.45,6.0,5.55,29.04,2.53,24.79,2.88,4.29,5.38,34.7,19.28,26.07
28.0,2.48,34.22,24.26,26.04,6.65,1.08,7.87,34.75,5.97,9.79,7.01,43.4,30.34,8.94,30.11,9.75,7.79,6.44,34.54,0.0,23.34,38.12,18.92,24.93,9.74,37.25,23.1,47.7,29.18,28.28,16.58,34.02,15.24,37.21,30.49,30.89,8.12,11.73,7.52
17.33,20.72,21.2,13.0,17.68,20.56,22.26,20.75,23.45,17.59,14.08,19.39,31.03,14.42,15.88,14.2,16.96,18.52,28.15,18.63,22.36,0.0,25.75,19.46,16.1,14.4,21.34,10.73,35.33,13.27,12.37,17.12,20.98,29.57,21.3,16.03,14.97,22.78,10.75,18.09
18.06,36.26,11.61,19.75,19.08,37.94,37.79,39.15,7.42,33.12,29.61,38.29,6.11,14.83,31.41,15.16,32.52,34.42,43.69,12.03,37.89,25.78,0.0,35.02,17.76,29.94,9.69,17.62,10.41,17.26,16.81,32.68,12.78,36.05,10.26,15.63,16.63,38.35,33.15,38.81
29.23,10.16,34.4,25.48,27.26,18.35,18.21,19.57,32.04,13.54,10.02,18.71,40.68,27.62,11.83,27.39,2.54,14.83,7.63,31.82,18.31,19.52,35.4,0.0,26.16,8.02,34.53,20.38,44.98,26.47,25.57,3.95,34.18,26.94,34.49,29.23,28.17,5.98,13.56,20.91
2.49,26.37,8.99,2.0,3.22,21.16,24.83,21.35,11.24,20.98,20.64,19.99,21.0,7.84,20.13,5.87,23.52,19.41,30.73,6.42,24.93,15.34,17.97,26.02,0.0,20.96,9.12,13.79,25.3,3.43,5.07,23.68,8.77,18.3,9.08,4.06,1.37,29.35,15.81,18.7
24.25,6.65,29.41,20.51,22.28,9.7,9.55,10.91,27.05,4.88,1.97,10.05,35.69,22.63,2.9,22.4,5.55,6.18,9.97,26.83,9.65,15.63,30.42,8.05,21.18,0.0,29.54,15.39,39.99,21.48,20.58,5.71,29.19,18.28,29.5,24.24,23.18,9.19,8.58,10.56
9.42,34.39,2.0,11.11,10.44,31.16,35.93,31.34,3.0,31.26,27.75,29.98,12.77,6.2,29.55,6.53,30.66,29.4,41.82,3.39,36.03,20.4,9.73,33.16,9.13,28.07,0.0,15.76,17.07,8.63,8.18,30.82,2.27,27.42,0.82,6.99,8.0,36.48,21.9,28.69
15.42,22.9,17.53,15.11,15.77,24.58,24.43,25.79,14.72,19.76,16.25,24.93,23.36,12.51,18.05,12.29,19.16,21.05,30.32,16.72,24.53,12.42,18.09,21.66,14.19,16.57,15.68,0.0,27.66,11.36,10.46,19.32,18.7,33.16,16.26,14.12,13.06,24.99,19.79,25.44
25.56,45.98,19.11,27.25,26.58,47.66,47.51,48.87,14.92,42.84,39.33,48.01,5.58,22.33,41.13,22.66,42.24,44.14,53.41,19.53,47.61,35.5,9.8,44.74,25.26,39.65,17.19,27.34,0.0,24.77,24.31,42.4,20.28,43.55,17.76,23.14,24.14,48.07,42.87,44.83
5.15,27.55,8.05,4.83,5.5,29.23,29.08,21.58,10.3,24.42,20.9,20.22,20.07,3.5,22.7,2.71,23.82,25.71,34.98,5.48,29.18,12.71,17.03,26.32,3.43,21.23,8.19,11.16,24.37,0.0,1.92,23.97,7.83,21.72,8.15,2.99,2.79,29.64,14.21,18.92
6.63,26.67,8.16,6.32,6.98,28.35,28.2,29.56,10.41,23.53,20.02,19.72,20.17,2.12,21.82,1.9,22.93,24.83,34.1,5.59,28.3,11.83,17.14,25.43,5.4,20.34,8.3,10.28,24.47,1.92,0.0,23.09,7.94,23.69,8.26,5.33,4.27,28.76,13.72,18.43
26.95,7.89,32.12,23.21,24.98,16.08,15.93,17.29,29.76,11.26,7.75,16.43,38.4,25.34,9.55,25.12,2.66,12.55,9.35,29.55,16.03,17.24,33.13,3.95,23.88,5.74,32.25,18.1,42.7,24.19,23.29,0.0,31.9,24.66,32.21,26.95,25.89,8.57,11.28,18.63
6.88,34.9,0.43,10.78,8.19,30.14,36.44,30.33,5.18,31.77,28.25,28.97,14.95,5.86,30.06,6.19,31.17,28.39,42.33,2.36,36.53,20.06,11.91,33.67,8.79,28.58,2.15,18.51,19.24,8.29,7.84,31.32,0.0,27.25,1.71,5.12,7.66,36.99,24.78,27.68
21.3,16.86,27.52,17.56,19.33,10.44,15.33,8.73,33.22,14.54,18.36,8.73,42.99,29.82,17.5,28.37,24.99,14.13,21.22,28.4,15.42,31.9,39.95,27.49,18.23,18.3,31.11,31.66,47.28,26.06,27.56,25.15,27.32,0.0,31.07,23.79,19.59,22.89,11.96,9.04
10.02,34.99,1.28,11.71,11.04,31.76,36.53,31.94,3.61,31.86,28.34,30.58,13.38,6.79,30.15,7.13,31.26,30.0,42.42,2.72,36.63,21.0,10.34,33.76,9.73,28.67,1.01,16.35,17.68,9.23,8.78,31.42,1.71,28.02,0.0,7.59,8.6,37.08,22.5,29.29
3.29,30.3,6.99,6.31,3.64,26.63,31.84,26.82,9.24,27.17,23.65,25.46,19.01,5.38,25.46,4.41,26.57,24.88,37.73,4.42,31.93,15.46,15.97,29.07,3.94,23.98,7.13,13.91,23.31,2.99,5.19,26.72,5.12,23.74,7.09,0.0,2.81,32.39,21.28,24.17
2.49,28.64,7.86,3.36,2.72,23.43,27.1,23.62,10.11,23.25,22.77,22.26,19.88,6.71,24.57,5.11,25.79,21.68,33.0,5.29,27.2,14.57,16.84,28.29,1.37,23.09,8.0,13.03,24.17,2.68,4.3,25.95,7.64,20.54,7.96,3.06,0.0,31.62,18.08,20.97
32.46,5.44,37.64,28.72,30.5,14.41,6.93,15.62,35.28,8.21,10.72,14.76,43.92,30.86,9.87,30.63,6.39,9.83,1.84,35.06,8.19,22.76,38.64,5.98,29.4,9.19,37.77,23.62,48.22,29.71,28.81,8.59,37.41,22.99,37.73,32.47,31.41,0.0,16.8,15.28
19.01,12.98,25.23,15.27,17.05,7.77,11.44,7.96,30.93,6.56,3.28,6.6,38.21,17.18,4.48,15.79,11.09,5.73,17.33,26.11,11.54,10.74,32.93,13.59,12.83,8.53,28.82,17.9,42.5,14.33,15.13,11.25,25.03,16.78,28.78,21.5,13.91,19.01,0.0,5.3
21.74,9.14,27.96,18.0,19.77,2.75,7.6,2.66,33.66,3.82,7.08,1.3,43.43,21.74,5.66,20.35,18.58,2.65,13.5,28.84,7.7,18.24,40.39,21.08,18.67,10.58,31.55,23.94,47.72,18.88,19.68,18.74,27.76,8.98,31.51,24.23,20.96,15.17,5.47,0.0
